Unnamed: 0,Title,Price,Area,Category,Size,Bedrooms,Bathrooms,Price_Category,Price_per_sqft
4571,Plaza Metro Prima [ Renovated ] 100% Full Loan | Cash Back Money,368000,KEPONG,Apartments,1010,3,2,Low,364.35643564356434
4572,True Bo !! Condominium 3B+2B New >> The Henge Kepong KL,380700,KEPONG,Apartments,1100,3,2,Low,346.09090909090907
4573,Kepong Condo next to MRT& KTM + Free Installment for 5 years!,280000,KEPONG,Apartments,962,3,2,Low,291.06029106029104
4574,Casa Magna 944sqf Kepong Nice condition&Location Blw MV KL area RENO,310000,KEPONG,Apartments,944,3,2,Low,328.3898305084746
4575,"/shop apartment taman daya, jalan daya 7 tingkat 3",140000,KEPONG,Apartments,700,3,2,Low,200.0
4576,"Pangsapuri saujana ria, jalan Wawasan 2/6, tingkat 14",155000,KEPONG,Apartments,650,3,2,Low,238.46153846153845
4577,"Pangsapuri Mutiara magna block a, near aeon kepong fully renovated",200000,KEPONG,Apartments,650,3,2,Low,307.6923076923077
4578,Kepong Sentral Condominium - Fully Condo Facilities with Car Park,356000,KEPONG,Apartments,962,3,2,Low,370.06237006237006
4579,NEAR MRT FULLY FURNISH Mutiara Magna Apartment Kepong KL,235000,KEPONG,Apartments,650,3,2,Low,361.53846153846155
4580,"Kepong Sentral Condominium, Kepong",280000,KEPONG,Apartments,962,3,2,Low,291.06029106029104
4581,"Three33 residence , kepong baru ,jinjang, menjalara, kuala lumpur",591000,KEPONG,Apartments,880,3,2,Low,671.5909090909091
4582,TERMURAH RENOVATED Ixora Apartment Kepong 905 sqft,230000,KEPONG,Apartments,905,3,2,Low,254.14364640883977
4583,"Three 33 Residence Condominium , Kepong Baru , Kuala Lumpur",521000,KEPONG,Apartments,850,3,2,Low,612.9411764705883
4584,BELOW MARKET Ixora Condo Kepong NONBUMI Partial Furnish 1Park WellKept,230000,KEPONG,Apartments,905,3,2,Low,254.14364640883977
4585,"Fortune Perdana Kepong MRT Metro Prima, Nearby Aeon Big, MRR2, Shops",463000,KEPONG,Apartments,1027,3,2,Low,450.82765335929895
4586,Kepong Sentral Condominium - Walking Distance to KTM Kepong Sentral,358000,KEPONG,Apartments,962,3,2,Low,372.14137214137213
4587,Apartment Desa Satu Aman Puri_100% Loan,145000,KEPONG,Apartments,650,3,2,Low,223.07692307692307
4588,Flat Mutiara Fadason Kepong NEGO NEGO NEGO,150000,KEPONG,Apartments,650,3,2,Low,230.76923076923077
4589,NICE UNIT Apartment Mutiara Magna Kepong,249999,KEPONG,Apartments,650,3,1,Low,384.61384615384617
4590,"Legend Height Condo Kepong Low Density , Segambut",610000,KEPONG,Apartments,1215,5,3,Low,502.0576131687243
4591,Scenaria North Kiara come with 2 carpark/ Facing DesaPark City,620000,KEPONG,Apartments,1019,3,2,Low,608.4396467124632
4592,"Freehold, Bukit Sri Bintang Apartment, Taman Sri Bintang, kepong",250000,KEPONG,Apartments,650,3,2,Low,384.61538461538464
4593,Ivory Apartment,220000,KEPONG,Apartments,850,3,2,Low,258.8235294117647
4594,The Henge In Kepong Below Market House For Sales,440000,KEPONG,Apartments,1100,3,2,Low,400.0
4595,Freehold / Perdana Puri Apartment / Desa Aman Puri / Kepong,285000,KEPONG,Apartments,904,3,2,Low,315.2654867256637
4596,"NON BUMI LOT Ixora Apartment, Taman Wangsa Permai, Kepong",230000,KEPONG,Apartments,905,3,2,Low,254.14364640883977
4597,"Brand New Fortune Centra Residences, Kepong",760000,KEPONG,Apartments,1259,4,3,Low,603.6536934074662
4598,Kepong Condominium Kuala Lumpur Free TV Below Market Value,299000,KEPONG,Apartments,962,3,2,Low,310.81081081081084
4599,"KLKepong Lakeville 1000sf 3room2bath 2carpark for sale,ready to move",600000,KEPONG,Apartments,978,3,2,Low,613.4969325153374
4600,FOR SALE Ixora Condominium Wangsa Permai Kepong,235000,KEPONG,Apartments,905,3,2,Low,259.6685082872928
4601,The Henge Condo Kuala Lumpur Kepong,480000,KEPONG,Apartments,1100,3,2,Low,436.3636363636364
4602,[ LAKE VIEW ] THE HENGE CONDO | Kepong | Selayang,585000,KEPONG,Apartments,1300,4,2,Low,450.0
4603,"Pangsapuri Mutiara Magna, Metro Prima, Kepong, Kuala Lumpur",198000,KEPONG,Apartments,657,3,2,Low,301.36986301369865
4604,"Ixora Apartment, Jalan Wangsa 2/6, Taman Wangsa Permai kepong",177300,KEPONG,Apartments,1062,3,2,Low,166.94915254237287
4605,"[TAMAN DAYA] Desa, Jaya, Ehsan, 99 Speed Mart, Kepong, KL, MRR2, Jual",119999,KEPONG,Apartments,700,2,2,Low,171.42714285714285
4606,"[TAMAN DAYA] Ehsan, Desa Jaya, Kepong, KL, 1ST FLOOR, Frim, Limited",139999,KEPONG,Apartments,650,2,1,Low,215.3830769230769
4607,IXORA Apartment Taman Wangsa Permai Kepong Kuala Lumpur,300000,KEPONG,Apartments,1062,3,2,Low,282.4858757062147
4608,Kepong plaza metro prima,400000,KEPONG,Apartments,1330,4,2,Low,300.7518796992481
4609,"Aman Puri Apartment, Desa Aman Puri, Kepong, Sri Damasara, Taman Ehsan",250000,KEPONG,Apartments,904,3,2,Low,276.5486725663717
4610,"Desa satu apartment 1 carpark freehold ,desa aman puri ,kepong",160000,KEPONG,Apartments,650,3,2,Low,246.15384615384616
4611,公寓出售！The Henge Coner unit for sale，Kepong,550000,KEPONG,Apartments,1100,3,2,Low,500.0
4612,公寓出售！Belew Market Value！！Ixora Apartment Kepong for sale,208000,KEPONG,Apartments,907,3,2,Low,229.3274531422271
4613,[ BEST PRICE ] FORTUNE CENTRA | Partial Furnished | Kepong | New Condo,480000,KEPONG,Apartments,818,2,2,Low,586.7970660146699
4614,[ BEST DEAL ] FORTUNE CENTRA FOR SALE | Facing Pool |,480000,KEPONG,Apartments,785,2,2,Low,611.4649681528663
4615,"RENOVATED Ixora Apartment , Taman Wangsa Permai , Kepong",230000,KEPONG,Apartments,905,3,2,Low,254.14364640883977
4616,[ FACING LAKE ] THE HENGE CONDO | Partial furnished | Kepong,500000,KEPONG,Apartments,1100,3,2,Low,454.54545454545456
4617,MURAH PARTLY FURNISHED | Apartment Ixora Kepong Kuala Lumpur,290000,KEPONG,Apartments,1066,3,2,Low,272.0450281425891
4618,Casa Magna Condominium,320000,KEPONG,Apartments,990,3,2,Low,323.2323232323232
4619,"Vista Mutiara Condominium, Kepong",350000,KEPONG,Apartments,1001,3,2,Low,349.65034965034965
4620,Biar Betul !! Apartment 4B+2Ba >>> Tmn Wangsa Permai Kepong KL,177300,KEPONG,Apartments,1062,4,2,Low,166.94915254237287
4621,"[ MURAH (BOLEH Nego) + HOT LOCATION !! ] APARTMENT SAUJANA RIA, KEPONG",155000,KEPONG,Apartments,650,3,1,Low,238.46153846153845
4622,[NEGO SAMPAI JADI] Sebulan RM600 Instalment Apartment Saujana Ria,150000,KEPONG,Apartments,650,3,2,Low,230.76923076923077
4623,Kepong Sentral Condo [SKIM LPPSA+2k DEPOSIT] KTM MRT Link KL Kepong,280000,KEPONG,Apartments,962,3,2,Low,291.06029106029104
4624,Kepong Sentral Condo [SKIM LOAN PENUH+DEPOSIT RENDAH] Kepong Sri Ehsan,280000,KEPONG,Apartments,962,3,2,Low,291.06029106029104
4625,Laman Damai Li Garden Kepong,205000,KEPONG,Apartments,650,3,2,Low,315.38461538461536
4626,[5 Rooms] Great for investment Casa Prima condo Kepong,400000,KEPONG,Apartments,1150,5,2,Low,347.82608695652175
4627,"Desa Satu Apartment, Desa Aman Puri, Kepong, Bandar Sri Damansara",160000,KEPONG,Apartments,657,3,2,Low,243.53120243531203
4628,"[Good Condition] Vista Mutiara Condo, Kepong",350000,KEPONG,Apartments,1001,3,2,Low,349.65034965034965
4629,"Mizumi Residence New Condo, Kepong",488000,KEPONG,Apartments,901,3,2,Low,541.620421753607
4630,[Fully Renovated] / Suria KIP Apt / Freehold / Kepong / Partly Furnish,305000,KEPONG,Apartments,978,3,2,Low,311.8609406952965
4631,Desa Satu Aman Puri Freehold NEW Renovated Rumah Kahwin 120% loan,170000,KEPONG,Apartments,650,3,2,Low,261.53846153846155
4632,"The Henge Residence Kepong,Metropolitan Lake Garden,Aset Kayamas,ready",450000,KEPONG,Apartments,1100,3,2,Low,409.09090909090907
4633,"Kepong Sentral Condominium, Kepong Central, Beside Ktm Station, Mrt 2",298000,KEPONG,Apartments,976,2,3,Low,305.327868852459
4634,"Fortune Court Apartment, Kepong",230000,KEPONG,Apartments,882,3,2,Low,260.77097505668934
4635,"Three33 residence , kepong baru, kuala lumpur",590000,KEPONG,Apartments,880,3,2,Low,670.4545454545455
4636,Apartment kepong 100% loan,150000,KEPONG,Apartments,650,3,2,Low,230.76923076923077
4637,Kepong Sentral Condominium -Direct access to MRR2 & Duke Highway,359000,KEPONG,Apartments,962,3,2,Low,373.18087318087316
4638,{Vista Mutiara} Condominium Full Furnished Renovated,368000,KEPONG,Apartments,1001,3,2,Low,367.6323676323676
4639,Kepong sentral central mrt KEPONG ktm sri ehsan below market DAMAI,250000,KEPONG,Apartments,962,3,2,Low,259.87525987525987
4640,Fortune Court Shop Apartment For Sale,245000,KEPONG,Apartments,935,3,2,Low,262.03208556149735
4641,Kepong Sentral Condominium - niew view,358000,KEPONG,Apartments,962,3,2,Low,372.14137214137213
4642,Vista Mutiara Condo Kepong Kuala Lumpur Renovated (1K Booking),350000,KEPONG,Apartments,1001,3,2,Low,349.65034965034965
4643,Aman Putra Apartment Jinjang Kepong Full Reno (1K Booking + Full Loan),208000,KEPONG,Apartments,720,3,2,Low,288.8888888888889
4644,"Three33 Residence Kepong Baru , Kuala Lumpur For Sale (2Parking )",620000,KEPONG,Apartments,880,3,2,Low,704.5454545454545
4645,"Vista Saujana Apartment Kepong , Below Market [1K Booking +Full Loan]",260000,KEPONG,Apartments,955,3,2,Low,272.25130890052355
4646,Nice & Clean Well Maintain Kepong Sentral Condo Below Market+Fullloan,310000,KEPONG,Apartments,962,3,2,Low,322.24532224532226
4647,"Kepong Sentral , kepong central Condo Below Market (1k Booking)",260000,KEPONG,Apartments,962,3,2,Low,270.27027027027026
4648,Vista Magna Kepong For Sale [1K Booking Only + Full Loan + Cash Back],310000,KEPONG,Apartments,855,3,2,Low,362.5730994152047
4649,"Three33 residence ,kepong baru , kuala lumpur (Fully Renovated) ACTUAL",720000,KEPONG,Apartments,912,3,2,Low,789.4736842105264
4650,Fortune Perdana Condo For Sale Kepong (1k Booking Only),480000,KEPONG,Apartments,1027,3,2,Low,467.3807205452775
4651,MURAH Apartment Desa Satu Aman Puri Kepong Taman Ehsan,160000,KEPONG,Apartments,655,3,2,Low,244.27480916030535
4652,Kepong Pelangi Magna Apartment,210000,KEPONG,Apartments,850,3,2,Low,247.05882352941177
4653,New kepong sentral condominium( cheapest in Town),280000,KEPONG,Apartments,962,3,2,Low,291.06029106029104
4654,"BELOW MARKET VALUE! Ixora Condo, Aman Puri Kepong",235000,KEPONG,Apartments,905,3,2,Low,259.6685082872928
4655, Kepong Vista Mutiara for sale，Kepong,368000,KEPONG,Apartments,1001,3,2,Low,367.6323676323676
4656,Kepong Sentral Condo [SKIM RUMAH PERTAMA] MRT Link KL Kepong Selayang,280000,KEPONG,Apartments,962,3,2,Low,291.06029106029104
4657,Puncak Desa Apartment [RUMAH MAMPU MILIK] KTM MRT Link KL Kepong,200000,KEPONG,Apartments,826,3,2,Low,242.13075060532688
4658,"(Facing FRIM) The Henge Condo, The Henge, Kepong, Selayang",460000,KEPONG,Apartments,1100,3,2,Low,418.1818181818182
4659,Vista Mutiara Kepong |Nice condition | Renovated,398000,KEPONG,Apartments,1128,3,2,Low,352.83687943262413
4660,Desa Satu Apartment di Desa Aman Puri Kepong +renovation+touch up,155000,KEPONG,Apartments,680,3,2,Low,227.94117647058823
4661,"Apartment saujana ria ,taman wangsa permai, kepong",155000,KEPONG,Apartments,650,3,1,Low,238.46153846153845
4662,[HOC2021]Next to Kepong 15Min[0% D/P] F/H Condo [Monthly 1800+-],430000,KEPONG,Apartments,1400,3,2,Low,307.14285714285717
4663,Below Bank | Puncak Desa Kepong Shop Apartment Near MRT Kepong Sentral,155000,KEPONG,Apartments,750,3,2,Low,206.66666666666666
4664,"Scenaria North Kiara Condo, 1250sf 3+1 rooms unblocked view",720000,KEPONG,Apartments,1250,4,3,Low,576.0
4665,"1300sf 3+1 room corner unit, pool view Scenaria Condo, Segambut Kepong",890000,KEPONG,Apartments,1300,4,3,Low,684.6153846153846
4666,"Pangsapuri Mutiara Magna, Metro Prima, Kepong",188000,KEPONG,Apartments,650,3,2,Low,289.2307692307692
4667,Desa Satu Apartment Kepong Aman Puri Freehold Good Condition Cheapest,150000,KEPONG,Apartments,660,3,2,Low,227.27272727272728
4668,Kepong Sentral Condo CASH BACK Up RM80K New Refurbished FULL LOAN UNIT,280000,KEPONG,Apartments,962,3,2,Low,291.06029106029104
4669,Vista Mutiara Condominium Full Furnished Renovated Kepong nearby MRT,390000,KEPONG,Apartments,1081,3,2,Low,360.777058279371
4670,Azelia residence Bandar Sri Damansara,535000,KEPONG,Apartments,614,1,1,Low,871.3355048859935
4671,"Ixora Condominium, Wangsa Permai, Kepong, 905sqft, Guarded, Furnish",235000,KEPONG,Apartments,905,3,2,Low,259.6685082872928
4672,MURAH ! Apartment Saujana Ria Wangsa Permai Kepong,155000,KEPONG,Apartments,650,3,1,Low,238.46153846153845
4673,Perdana puri apartment level 1 kepong,310000,KEPONG,Apartments,904,3,2,Low,342.92035398230087
4674,"Ixora Apartment On Top Hill In Taman Wangsa Permai, Kepong",230000,KEPONG,Apartments,935,3,2,Low,245.98930481283423
4675,CHEAPEST - Cass Prima Condo Kepong,400000,KEPONG,Apartments,1150,5,2,Low,347.82608695652175
4676,"Ixora Apartment In Taman Wangsa Permai, Kepong",280000,KEPONG,Apartments,941,3,2,Low,297.5557917109458
4677,Shop Apartment 935sf : Taman Pusat Kepong : KL : Good ROI,165000,KEPONG,Apartments,935,3,2,Low,176.47058823529412
4678,"Scenaria North Kiara, Segambut Kepong, 1250sf fully furnished KL view",800000,KEPONG,Apartments,1250,4,3,Low,640.0
4679,2021 Desa Satu aman puri +DEPO RM1K+ MESTI DAPAT FULL LOAN (RENO),149000,KEPONG,Apartments,655,3,2,Low,227.48091603053436
4680,Wts: apartment mutiara magna kepong kuala lumpur,250000,KEPONG,Apartments,850,3,2,Low,294.11764705882354
4681,Casa Prima Kepong Welt Kept Nice Condition,350000,KEPONG,Apartments,1100,3,2,Low,318.1818181818182
4682,NEW TERMURAH CANTIK Fortune Centra Residences Kepong KL,470000,KEPONG,Apartments,775,2,2,Low,606.4516129032259
4683,MUST VIEW NICE CLEAN Aman Puri Apartment,303000,KEPONG,Apartments,904,3,2,Low,335.17699115044246
4684,".✔️GOT Parking, Lif, Guard *RENO NEGO* Kepong Jinjang GREENVIEW KL",195000,KEPONG,Apartments,855,3,2,Low,228.0701754385965
4685,.✔️FULOAN 30k Rebat *Basic/Reno* jinjang GREENVIEW Kepong ,173000,KEPONG,Apartments,855,3,2,Low,202.33918128654972
4686,Hot Unit🔥 Hot Location🔥 Plaza Metro Prima Apartment For Sale,340000,KEPONG,Apartments,1010,3,2,Low,336.63366336633663
4687,Kl lakeville balcony unit for sale with 4room2bath2carpark,845000,KEPONG,Apartments,1334,4,2,Low,633.4332833583209
4688,"Aman dua apartment , Aman puri Kepong Freehold Corner Lot( 1k Booking)",265000,KEPONG,Apartments,841,3,2,Low,315.1010701545779
4689,"Three33 Residence, Kepong (BRAND NEW HIGH FLOOR CORNER UNIT)",630000,KEPONG,Apartments,880,3,2,Low,715.9090909090909
4690,Fortune perdana kepong facing lake,530000,KEPONG,Apartments,1162,3,2,Low,456.1101549053356
4691,Kepong vista mutiara near MRT 2,368000,KEPONG,Apartments,1001,3,2,Low,367.6323676323676
4692,Dua Menjalara 3483 sqf Penthouse Fully Reno,1800000,KEPONG,Apartments,3483,4,5,Low,516.795865633075
4693,.✅NEWLY Renovation🎈Greenview Kepong Jinjang [Apartment],220000,KEPONG,Apartments,850,3,2,Low,258.8235294117647
4694,Kepong | The Herz condo | New completed unit,540000,KEPONG,Apartments,1073,3,2,Low,503.2618825722274
4695,"Taman Intan Baiduri Apartment, Kepong ",128000,KEPONG,Apartments,674,3,1,Low,189.91097922848664
4696,Mutiara magna kepong apartment,210000,KEPONG,Apartments,650,3,2,Low,323.0769230769231
4697,The Henge Corner Unit for Sale ( 1100 sqft),550000,KEPONG,Apartments,1100,3,2,Low,500.0
4698,Kepong Sentral Condo-move in immediate,358000,KEPONG,Apartments,962,3,2,Low,372.14137214137213
4699,"Kepong Sentral Condominium - Gym, Swimming Pool, KTM, MRT",359000,KEPONG,Apartments,962,3,2,Low,373.18087318087316
4700,Plaza menjalara kepong rm1k booking full loan fully furnished,480000,KEPONG,Apartments,960,3,2,Low,500.0
4701,Apartment For Sale at Casa Prima Kepong,365000,KEPONG,Apartments,1100,3,2,Low,331.8181818181818
4702,"Kepong sentral condominium, kepong, kuala lumpur",280000,KEPONG,Apartments,962,3,2,Low,291.06029106029104
4703,WALK TO MRT! Vista Mutiara Condo Kepong READY STRATA,360000,KEPONG,Apartments,1001,3,2,Low,359.64035964035963
4704,"Cass Prima Condominium, Metro 2, Kepong, Fully Furnished, 1150sqft",400000,KEPONG,Apartments,1150,5,2,Low,347.82608695652175
4705,"[Near MRT & KTM]Pangsapuri Mutiara Magna, Metro Prima, Kepong",188000,KEPONG,Apartments,650,3,2,Low,289.2307692307692
4706,Kepongf Sentral Condo [CASH BACK+2K DEPOSIT] MRT Link KL Kepong,280000,KEPONG,Apartments,962,3,2,Low,291.06029106029104
4707,Kepong Sentral Condo [GOV+FULL LOAN] MRT Link KL Kepong Jinjang,260000,KEPONG,Apartments,962,3,2,Low,270.27027027027026
4708,Green view Apartment ( CASH BACK 30K ),185000,KEPONG,Apartments,855,3,2,Low,216.37426900584796
4709,Low Cost Flat for Sale Desa Satu Aman Puri Kepong,140000,KEPONG,Apartments,655,3,2,Low,213.74045801526717
4710,Vista Saujana Taman Wangsa Permai Kepong ~Nice Place to stay!!!,248000,KEPONG,Apartments,960,3,2,Low,258.3333333333333
4711,[ Green View Apartment + First Buyer Free Stamp Duty ] [ BASIC + RENO],195000,KEPONG,Apartments,850,3,2,Low,229.41176470588235
4712,Green view apartment (1 carpark + 750sf) CASH BACK 30K,180000,KEPONG,Apartments,750,3,2,Low,240.0
4713,Greenview Apartment / Taman Pusat Kepong [ Parking + Security Guard ],195000,KEPONG,Apartments,885,3,2,Low,220.33898305084745
4714,"Kuala lumpur, lakeville residence taman wahyu, jalan sibu",620000,KEPONG,Apartments,977,3,2,Low,634.5957011258956
4715,"Desa satu apartment freehold kepong low cost ,desa aman puri",148000,KEPONG,Apartments,650,3,2,Low,227.69230769230768
4716,Aman dua / aman puri / freehold / 1005 loan,270000,KEPONG,Apartments,837,3,2,Low,322.5806451612903
4717,"[[GOOD CONDITION]] Beverley Tower, Plaza Medan Putra, Manjalara",300000,KEPONG,Apartments,805,3,2,Low,372.67080745341616
4718,Freehold / suria kipark / many unit on hand [ full loan ]wangsa permai,280000,KEPONG,Apartments,948,3,2,Low,295.3586497890295
4719,Suria kipark / freehold / lower floor [ 100% full loan ],299999,KEPONG,Apartments,948,3,2,Low,316.454641350211
4720,"Desa Dua Apartment , Below Market , Jual Murah , Hot Area , Kepong KL",248000,KEPONG,Apartments,837,3,2,Low,296.2962962962963
4721,"Ixora Apartment , Taman Wangsa Permai Kepong Kuala Lumpur",230000,KEPONG,Apartments,905,3,2,Low,254.14364640883977
4722,Mizumi Residence Kepong 932sf Brand New 100%LOAN Cash Back LOW Booking,460000,KEPONG,Apartments,932,3,2,Low,493.56223175965664
4723,[Freehold] / Desa Satu Apt / Below Market / Kepong KL / Full Loan 100%,135000,KEPONG,Apartments,650,3,2,Low,207.69230769230768
4724,"For Sale Ixora Condominum Wangsa Permai Kepong, Kuala Lumpur",235000,KEPONG,Apartments,905,3,2,Low,259.6685082872928
4725,公寓出售！Mizumi Condo for sale，Kepong,488000,KEPONG,Apartments,907,3,2,Low,538.0374862183021
4726,[Freehold] / Desa Satu Apt / 1CP / Strata / Kepong KL / Full Loan 100%,160000,KEPONG,Apartments,650,3,2,Low,246.15384615384616
4727,Casa Magna Kepong Kuala Lumpur,320000,KEPONG,Apartments,945,3,2,Low,338.62433862433863
4728,"[Ground Floor FREEHOLD] Sri Ehsan Apartment, Kepong Taman Sri Ehsan",258000,KEPONG,Apartments,753,3,2,Low,342.62948207171314
4729,RUMAH MURAH RENOVATED Ixora Apartment Kepong 1100 sqft 3R2B,290000,KEPONG,Apartments,1100,3,2,Low,263.6363636363636
4730,RUMAH MURAH RENOVATED Ixora Apartment Kepong 1100 sqft 3R2B,290000,KEPONG,Apartments,1100,3,2,Low,263.6363636363636
4731,Ixora Apartment Wangsa Permai Kepong,233000,KEPONG,Apartments,917,3,2,Low,254.08942202835334
4732,Vista saujana kepong wangsa permai (for sale),238888,KEPONG,Apartments,960,3,2,Low,248.84166666666667
4733,Vim 3 menjalara near desa park city (for sale),318000,KEPONG,Apartments,460,2,1,Low,691.304347826087
4734,(Good Investment) Ixora Condominum Wangsa Permai Kepong,235000,KEPONG,Apartments,905,3,2,Low,259.6685082872928
4735,"Plaza Metro Prima Kepong [v Spacious, Low Floor, Next to Aeon Mall]",400000,KEPONG,Apartments,1330,4,2,Low,300.7518796992481
4736,"MUTIARA MAGNA Metro Prima, Kepong | HOT Area | Near AEON",195000,KEPONG,Apartments,650,3,2,Low,300.0
4737,"CHEAPEST Ixora Apartment, Taman Wangsa Permai, Kepong, Kuala Lumpur",230000,KEPONG,Apartments,905,3,2,Low,254.14364640883977
4738,"The Henge, Kepong, Brand new actual unit good condition& unblock view",630000,KEPONG,Apartments,1300,4,2,Low,484.61538461538464
4739,"The Henge, Kepong, Unit below market, few unit key on hand, ready view",435000,KEPONG,Apartments,1100,3,2,Low,395.45454545454544
4740,[ FREEHOLD ] PERDANA PURI APARTMENT | Full Renovated | Aman Puri,335000,KEPONG,Apartments,904,3,2,Low,370.57522123893807
4741,Fortune Avenue kepong condo must view good condition renovated,420000,KEPONG,Apartments,1137,3,2,Low,369.39313984168865
4742,Kepong Laman Damai ( Li Garden ) Apartment,200000,KEPONG,Apartments,650,3,2,Low,307.6923076923077
4743,[ BEST PRICE ] FORTUNE PERDANA | Facing Pool | 2 Car Park | Kepong,540000,KEPONG,Apartments,1162,4,2,Low,464.7160068846816
4744,[ FACING LAKE ] FORTUNE PERDANA 1162sf | 2 CarPark | kepong | Selayang,580000,KEPONG,Apartments,1162,4,2,Low,499.1394148020654
4745,Kepong KIP Damansara Mas Apartment,370000,KEPONG,Apartments,880,3,2,Low,420.45454545454544
4746,Fortune centra condo kepong,480000,KEPONG,Apartments,775,2,2,Low,619.3548387096774
4747,SRI EHSAN APARTMENT (Ground Floor) Kepong,290000,KEPONG,Apartments,861,3,2,Low,336.8176538908246
4748,United point residence kepong,600000,KEPONG,Apartments,958,3,2,Low,626.3048016701462
4749,"Suria Kip Apartment Wangsa Permai (Bank Value RM450,000)",280000,KEPONG,Apartments,948,3,2,Low,295.3586497890295
4750,"Pangsapuri Nilam, Taman Sri Sinar, Segambut",350000,KEPONG,Apartments,900,3,2,Low,388.8888888888889
4751,Fortune Perdana [ 2 Car Park ] Renovated | 100% Full Loan | Kepong,510000,KEPONG,Apartments,1027,3,2,Low,496.59201557935734
4752,"Ground Floor Apartment Sri Ehsan, Taman Sri Ehsan Kepong",295000,KEPONG,Apartments,861,3,2,Low,342.62485481997675
4753,Casa Magna Kepong Kuala Lumpur,300000,KEPONG,Apartments,994,3,2,Low,301.8108651911469
4754,TAMAN PUSAT KEPONG APARTMENT Kepong | Kuala Lumpur,185000,KEPONG,Apartments,966,3,2,Low,191.51138716356107
4755,Kepong Sentral Condominium - Fully Condo Facilities with Car Park,360000,KEPONG,Apartments,962,3,2,Low,374.2203742203742
4756,"Apartment saujana ria, jalan Wawasan 2/6 kepong tingkat 14",155000,KEPONG,Apartments,650,3,2,Low,238.46153846153845
4757,"[VISTA MAGNA] Kepong, Aeon, KL, Metro Prima, Apartment, Low Floor",297999,KEPONG,Apartments,850,3,2,Low,350.5870588235294
4758,"[FORTUNE COURT] Avenue, Perdana, Kepong, KL, Aeon Big, 1st Floor, Best",298000,KEPONG,Apartments,840,3,2,Low,354.76190476190476
4759,"Taman Daya, Ehsan, Kepong, Frim, Ulu, Flat, Kuala Lumpur, House, Rumah",129999,KEPONG,Apartments,650,2,1,Low,199.99846153846153
4760,"[ Good Investment] Saujana Ria Apartment, Kepong, KUALA LUMPUR",153000,KEPONG,Apartments,650,3,2,Low,235.3846153846154
4761,"Mutiara magna apartment block a, near by aeon kepong tingkat 11",200000,KEPONG,Apartments,650,3,2,Low,307.6923076923077
4762,"Kepong Sentral Condominium - convenient to everywhere mrt,ktm",360100,KEPONG,Apartments,962,3,2,Low,374.3243243243243
4763,"[FREEHOLD] Menara Menjalara Condominium, Kepong",379000,KEPONG,Apartments,980,3,2,Low,386.734693877551
4764,(Big Size) Seri Puri Apartment Wangsa Permai Aman Puri Kepong condo,315000,KEPONG,Apartments,1148,3,2,Low,274.390243902439
4765,"First residence kepong baru, 2 carparks",550000,KEPONG,Apartments,1182,3,2,Low,465.31302876480544
4766,Below Market 20% | The Henge Taman Metropolitan Kepong 1100sf,380000,KEPONG,Apartments,1100,3,2,Low,345.45454545454544
4767,"Muzumi Condominium, Kepong, Kuala Lumpur",488000,KEPONG,Apartments,901,3,2,Low,541.620421753607
4768,"Vista saujana , kepong",245000,KEPONG,Apartments,955,3,2,Low,256.5445026178011
4769,.⭐FULLY RENO & Nego! Apply Fulloan! Megah GREENVIEW Jinjang Kepong,222000,KEPONG,Apartments,855,3,2,Low,259.64912280701753
4770,.⭐VRY NICE! FREE Lawyer 20k Rebate* Megah GREENVIEW Jinjang Kepong,222000,KEPONG,Apartments,855,3,2,Low,259.64912280701753
4771,Perdana Puri Apartment / Desa Aman Puri / Kepong,285000,KEPONG,Apartments,904,3,2,Low,315.2654867256637
4772,"{Below Market Price} Fortune Avenue , Fully Furnished , Kepong",430000,KEPONG,Apartments,1137,3,2,Low,378.1882145998241
4773,"Pangsapuri Mutiara magna block a, near by aeon kepong tingkat 11",200000,KEPONG,Apartments,650,3,2,Low,307.6923076923077
4774,Seri Puri =1167sf | FULLY RENO | ID design | perdana puri,399999,KEPONG,Apartments,1167,3,2,Low,342.75835475578407
4775,Below Market 39% Ixora Apartment Taman Wangsa Permai Kepong 1062sf,177000,KEPONG,Apartments,1062,3,2,Low,166.66666666666666
4776,Kepong Sentral Condo [AFFORDABLE PRICE] MRT Link KL Kepong Sg Buloh,260000,KEPONG,Apartments,962,3,2,Low,270.27027027027026
4777,Kepong Sentral Condo [2K DEPOSIT+FREE SPA] MRT Link KL,280000,KEPONG,Apartments,962,3,2,Low,291.06029106029104
4778,Shop apartment 1st floor taman pusat kepong,250000,KEPONG,Apartments,947,3,2,Low,263.99155227032736
4779,Ixora condo wangsa permai kepong,240000,KEPONG,Apartments,905,3,2,Low,265.1933701657459
4780,Apartment Ixora Aman Puri Kepong,225000,KEPONG,Apartments,905,3,2,Low,248.61878453038673
4781,Kepong apartment taman impian ehsan,210000,KEPONG,Apartments,861,3,2,Low,243.90243902439025
4782,"Pangsapuri Mutiara Magna, Metro Prima, Kepong",188000,KEPONG,Apartments,650,3,2,Low,289.2307692307692
4783,"[BEST FOR INVESTMENT] Pangsapuri Mutiara Magna, Kepong",188000,KEPONG,Apartments,650,3,2,Low,289.2307692307692
4784,"公寓出售！The Henge Basic unit for sale, Kepong",480000,KEPONG,Apartments,1100,3,2,Low,436.3636363636364
