Unnamed: 0,Title,Price,Area,Category,Size,Bedrooms,Bathrooms
1052,"(CashBack)(Below Market Price)Twin Arkz Bukit Jalil,KL(Full Furnished)",830000,BUKITJALIL,Apartments,1025 sq.ft.,3,2
1053,"(CashBack)(Below Market Price)The Link2 Bukit Jalil,KL(Full Furnished)",530000,BUKITJALIL,Apartments,667 sq.ft.,2,1
1054,"(CashBack)(Below Market Price)The Rainz Bukit Jalil,KL(Renovated)",980000,BUKITJALIL,Apartments,1513 sq.ft.,4,3
1055,"(Below Market Price)(MANY UNITS!) Kiara Residence 1 Bukit Jalil, KL",530000,BUKITJALIL,Apartments,1050 sq.ft.,3,2
1056,"(Below Market Price)(MANY UNITS!) Kiara Residence 2 Bukit Jalil, KL",720000,BUKITJALIL,Apartments,1200 sq.ft.,3,2
1057,"Bukit OUG Condominium, Bukit Jalil",430000,BUKITJALIL,Apartments,1448 sq.ft.,4,2
1058,Brand New Unit City Of Green Bukit Jalil 3ROOM 2BATH,445000,BUKITJALIL,Apartments,1000 sq.ft.,3,2
1059,GOOD FOR INVESTMENT Pangsapuri Sri Rakyat Bukit Jalil NEAR PAVILLION,230000,BUKITJALIL,Apartments,667 sq.ft.,3,2
1060,Z Residence Bukit Jalil Corner 1404sq.ft for SALE,680000,BUKITJALIL,Apartments,1404 sq.ft.,3,2
1061,Z Residence Bukit Jalil 3R2B near Pavilion 2 LRT,590000,BUKITJALIL,Apartments,1232 sq.ft.,3,2
1062,Good Investment KLCC TRX Below Market Value 30% Walking 150m to LRT,200000,BUKITJALIL,Apartments,350 sq.ft.,1,1
1063,Anjung Hijau Condo 1116sf Freehold Bukit Jalil,430000,BUKITJALIL,Apartments,1116 sq.ft.,2,2
1064,[Golf course view] - Skyluxe Bukit Jalil for sale. Twin Arkz Link 2,1100000,BUKITJALIL,Apartments,1130 sq.ft.,3,2
1065,WOW !! Betul ke Apartment RumaWip 3B+2Ba >> Bukit Jalil Kuala Lumpur,200000,BUKITJALIL,Apartments,800 sq.ft.,3,2
1066,"[Below Market Deal] The Andes, Bukit Jalil",690000,BUKITJALIL,Apartments,1325 sq.ft.,3,3
1067,[ KLCC VIEW ] The Treez Jalil Residence Bukit Jalil near Pavilion 2,1000000,BUKITJALIL,Apartments,1506 sq.ft.,3,2
1068,[ NEGO KLCC VIEW ] The Treez Jalil Residence Bukit Jalil,1000000,BUKITJALIL,Apartments,1506 sq.ft.,3,2
1069,"[GOOD DEAL] Vista Komanwel Near IMU, Astro, Stadium 4+1 rooms WELLKEPT",600000,BUKITJALIL,Apartments,1400 sq.ft.,5,2
1070,[DESIGNER UNIT] Link 2 Bukit Jalil Above Shop Wellkept F/Furnish 10/10,487888,BUKITJALIL,Apartments,667 sq.ft.,2,1
1071,PARTIALLY FURNISHED & LOW DEPOSIT | Vista Komenwel Condo,410000,BUKITJALIL,Apartments,1224 sq.ft.,3,2
1072,[SUPER BELOW MARKET] The Park Sky Residence Bukit Jalil ,807000,BUKITJALIL,Apartments,1300 sq.ft.,4,2
1073,"The Z Residence Condo In Bukit Jalil tight Security, Next To 2 LRT Stn",630000,BUKITJALIL,Apartments,1232 sq.ft.,3,2
1074,"100% Full Loan VISTA KOMANWEL A, BUKIT JALIL. 1224sf Freehold walkLRT",370000,BUKITJALIL,Apartments,1224 sq.ft.,3,2
1075,100% LOAN !!! FREE ALL FEE !! CORNER Lot walk to MRT !,330000,BUKITJALIL,Apartments,915 sq.ft.,3,2
1076,The Link 2 Residence 667sf Fully Furnished Renovated Below Market,518999,BUKITJALIL,Apartments,667 sq.ft.,2,1
1077,THE RAINZ CONDO BUKIT JALIL KL Renovated near LRT BELOW MARKET,975000,BUKITJALIL,Apartments,1513 sq.ft.,4,3
1078,Condominium The Rainz Bukit Jalil,970000,BUKITJALIL,Apartments,1513 sq.ft.,5,3
1079,[GOOD DEAL] The Link 2 Bukit Jalil 2r1b Wellkept Full ID Designer unit,499999,BUKITJALIL,Apartments,667 sq.ft.,2,1
1080,Fully Brand New FurnishedDenai Sutera Condominium,700000,BUKITJALIL,Apartments,1154 sq.ft.,3,2
1081,THE Z RESIDENCE 1400sqft BUKIT JALIL FREEHOLD BELOW MV NEARBY LRT,720000,BUKITJALIL,Apartments,1400 sq.ft.,3,2
1082,Bukit Oug Condominium 775Sqft Bukit Jalil 100% FULL LOAN Below Market,250000,BUKITJALIL,Apartments,775 sq.ft.,1,1
1083,Bukit Oug Condominium 1465Sqft Bukit Jalil FREEHOLD 100% FULL LOAN,480000,BUKITJALIL,Apartments,1465 sq.ft.,3,2
1084,"Arena green condo bukit jalil, KL",310000,BUKITJALIL,Apartments,818 sq.ft.,3,2
1085,Anjung hijau condo,760000,BUKITJALIL,Apartments,1786 sq.ft.,4,2
1086,Kiara Residence Bukit Jalil KL LRT Station 1293sqft 4Rooms LEASEHOLD,680000,BUKITJALIL,Apartments,1293 sq.ft.,4,3
1087,"Freehold pangsapuri awan sari bukit oug, kl",365000,BUKITJALIL,Apartments,1119 sq.ft.,3,2
1088,FREEHOLD (STRATA) Pangsapuri Seri Rakyat Bukit Jalil,240000,BUKITJALIL,Apartments,650 sq.ft.,3,2
1089,[Ready Tenant] Cash Back 50K + 0 Entry to Start Invest!!! Bukit Jalil,280000,BUKITJALIL,Apartments,750 sq.ft.,2,2
1090,"Arena Green Bukit Jalil Fully Furnish near TPM, IMU, APU, Lanai, Astro",275000,BUKITJALIL,Apartments,730 sq.ft.,2,2
1091,The Harve Condominium Bukit Jalil Kuala Lumpur,650000,BUKITJALIL,Apartments,1023 sq.ft.,3,3
1092,Endah Puri Bukit Jalil Sri Petaling LRT Furnished Coner 2 Car Park,568000,BUKITJALIL,Apartments,1257 sq.ft.,3,2
1093,"Arena Green, high floor, golf view",339000,BUKITJALIL,Apartments,900 sq.ft.,3,2
1094,Vista Komanwel C1,6200000,BUKITJALIL,Apartments,1400 sq.ft.,4,2
1095,JRK Convena Bukit Jalil,448000,BUKITJALIL,Apartments,740 sq.ft.,2,2
1096,Vista Komenwel Condominium Bukit Jalil Kl,410000,BUKITJALIL,Apartments,1224 sq.ft.,3,2
1097,Bukit oug condominium bukit jalil kuala lumpur,410000,BUKITJALIL,Apartments,1448 sq.ft.,3,2
1098,"Kiara Residence 2, Bukit Jalil",640000,BUKITJALIL,Apartments,1469 sq.ft.,3,2
1099,Z Residence Bukit Jalil 1404sf Good Condition BELOW MV 100% FULL LOAN,660000,BUKITJALIL,Apartments,1404 sq.ft.,3,2
1100,Covillea Condo Bukit Jalil 1415sf Golf View BELOW MV [LIMITED],945000,BUKITJALIL,Apartments,1415 sq.ft.,3,3
1101,The Rainz Residence Bukit Jalil 1513sf NICE VIEW BELOW MV,890000,BUKITJALIL,Apartments,1513 sq.ft.,4,3
1102,Arena Green condo (good unit),305000,BUKITJALIL,Apartments,848 sq.ft.,2,2
1103,"Nego Full Renovate Unit Cantik, The Andes Condo, Bukit Jalil",600000,BUKITJALIL,Apartments,1105 sq.ft.,3,2
1104,Bukit Jalil Condo ROI 15% 2 Years GRR [BEST INVESTMENT],339100,BUKITJALIL,Apartments,700 sq.ft.,2,1
1105,Doorstep to LRT station Prime Area KLCC High Rental TRX/KLCC,200000,BUKITJALIL,Apartments,320 sq.ft.,1,1
1106,"FREEHOLD | STRATEGIC LOCATION Vista Komenwal Condominium, Bukit Jalil",410000,BUKITJALIL,Apartments,1224 sq.ft.,3,2
1107,[1224 sqft - Freehold] Vista Komenwel Condominium Bukit Jalil,410000,BUKITJALIL,Apartments,1224 sq.ft.,3,2
1108,Luxury Condominium The Rainz Bukit Jalil (FREEHOLD),980000,BUKITJALIL,Apartments,1513 sq.ft.,5,3
1109,Luxury Condominium The Rainz Bukit Jalil (FACING KL CITY) (NICE VIEW),1000000,BUKITJALIL,Apartments,1513 sq.ft.,5,3
1110,"(2486sqf) Duplex Penthouse, Vista Komanwel A, Bukit Jalil, 15% Below M",699000,BUKITJALIL,Apartments,2486 sq.ft.,5,3
1111,"[NEGO]Kinrara Mas Condominium, Bukit Jalil",455000,BUKITJALIL,Apartments,1091 sq.ft.,3,2
1112,"[ Rm1156 Bulanan Full Loan ] Mutiara Serdang 3R2B , Free Legal , 0% DP",329800,BUKITJALIL,Apartments,940 sq.ft.,3,2
1113,Residensi Jalilmas,200000,BUKITJALIL,Apartments,800 sq.ft.,3,2
1114,9th Floor Block B RENOVATED KINRARA MAS CONDO 1091sqft BUKIT JALIL,455000,BUKITJALIL,Apartments,1091 sq.ft.,3,2
1115,Freeholddd View Padang - Arena Green Apartment Bukit Jalil KL,350000,BUKITJALIL,Apartments,875 sq.ft.,3,2
1116,"Vista Komanwel Condominium, Bukit Jalil, Kuala Lumpur",410000,BUKITJALIL,Apartments,1224 sq.ft.,3,2
1117,0%Downpayment 3min to KLCC TRX,220000,BUKITJALIL,Apartments,300 sq.ft.,1,1
1118,"[FREEHOLD, LUAS 1224SF] Vista Komanwel Condominium Bukit Jalil KL",410000,BUKITJALIL,Apartments,1224 sq.ft.,3,2
1119,LOW DEPOSIT | Vista Komenwel Condominium Bukit Jalil KL,410000,BUKITJALIL,Apartments,1224 sq.ft.,3,2
1120,Kiara 2 Residence Bukit Jalil Near LRT 1073sf BELOW MV 100% LOAN,520000,BUKITJALIL,Apartments,1073 sq.ft.,3,2
1121,Kuala Lumpur Brickfields Invest (0 Entry Cost+Pay U RM1k Every Month),330800,BUKITJALIL,Apartments,900 sq.ft.,2,2
1122,NEAR LRT | FREEHOLD Vista Komenwel Condominium For Sale In Bukit Jalil,410000,BUKITJALIL,Apartments,1224 sq.ft.,3,2
1123,"[NEAR LRT]Vista Komanwel Condominium,Bukit Jalil",410000,BUKITJALIL,Apartments,1224 sq.ft.,3,2
1124,"【Best Deal , 100% Loan】 Jalil Damai , Pavilion 2 Bukit Jalil ,RUGI",388000,BUKITJALIL,Apartments,925 sq.ft.,3,2
1125,Convena Bukit Jalil,548000,BUKITJALIL,Apartments,890 sq.ft.,3,3
1126,"Condominium Vista Komanwel, Bukit Jalil , KL for Sale",410000,BUKITJALIL,Apartments,1224 sq.ft.,3,2
1127,"Bukit OUG Condo, Bukit Jalil, Kuala Lumpur_ Corner and Spacious Unit!",430000,BUKITJALIL,Apartments,1448 sq.ft.,4,2
1128,Kinrara mas condo bukit jalil for sale,480000,BUKITJALIL,Apartments,1231 sq.ft.,4,2
1129,Kinrara Mas [BALCONY/RERNOVATED] Bukit Jalil/ Bandar Kinrara Puchong,440000,BUKITJALIL,Apartments,1091 sq.ft.,3,2
1130,Anjung hijau greenfield apartment bukit jalil 4 sale ++big unit,460000,BUKITJALIL,Apartments,1116 sq.ft.,3,2
1131,[Full Loan RM1450/mth] 3mins Walking to MRT Kondo nr Astro Bukit Jalil,366000,BUKITJALIL,Apartments,1200 sq.ft.,3,2
1132,Kinrara mas condominium bukit jalil kuala Lumpur,455000,BUKITJALIL,Apartments,1091 sq.ft.,3,2
1133,Kiara Residence 2 Bukit Jalil *Below Market Price,635000,BUKITJALIL,Apartments,1250 sq.ft.,4,3
1134,Kiara Residence 2 Bukit Jalil *Below Market Price,665000,BUKITJALIL,Apartments,1410 sq.ft.,4,3
1135,Lush Greenery KL Biggest New Township Limited Edition High Class SemiD,550000,BUKITJALIL,Apartments,985 sq.ft.,3,2
1136,"Arena Green Apartment, Bukit Jalil (Neaby LRT Bukit Jalil)",338000,BUKITJALIL,Apartments,898 sq.ft.,3,2
1137,"SPACIOUS CORNER UNIT Bukit OUG Condo, Bukit Jalil, Kuala Lumpur",430000,BUKITJALIL,Apartments,1448 sq.ft.,4,2
1138,"Bukit OUG Condo Bukit Jalil CORNER UNIT, FREEHOLD",430000,BUKITJALIL,Apartments,1448 sq.ft.,3,2
1139,"Sri rakyat apartment, bukit jalil",220000,BUKITJALIL,Apartments,650 sq.ft.,3,2
1140,TERMURAH || LOW LEVEL - Bukit OUG Condo Bukit Jalil KL Freehold,360000,BUKITJALIL,Apartments,1200 sq.ft.,3,2
1141,"Bukit Oug Condo, Bukit Jalil, KL",430000,BUKITJALIL,Apartments,1448 sq.ft.,4,2
1142,"KL, Bukit Jalil, Anjung Hijau",495000,BUKITJALIL,Apartments,1116 sq.ft.,3,2
1143,Duplex Penthouse Anjung Hijau Bukit Jalil,685000,BUKITJALIL,Apartments,1786 sq.ft.,4,3
1144,Anjung hijau greenfield condominium sale big unit bukit jalil hot,480000,BUKITJALIL,Apartments,1116 sq.ft.,3,2
1145,[*Full Loan *Corner] Kinrara Mas Condo Bukit Jalil Bandar Kinrara,399000,BUKITJALIL,Apartments,1240 sq.ft.,4,2
1146,"Kinrara Mas Condo, Bukit Jalil",350000,BUKITJALIL,Apartments,1091 sq.ft.,3,2
1147,"The Sanderson Villa, Bukit Serdang, Duplex Renovated Freehold Cashback",630000,BUKITJALIL,Apartments,2000 sq.ft.,3,3
1148,The Z Residence KLCC View 2 Parkings,683888,BUKITJALIL,Apartments,1404 sq.ft.,3,2
1149,RUMAH CANTIK - Kinrara Mas Condominium,455000,BUKITJALIL,Apartments,1090 sq.ft.,3,2
1150,FREEHOLD Bukit OUG Condominium Bukit Jalil LRT,410000,BUKITJALIL,Apartments,1448 sq.ft.,4,3
1151,Cheap price bukit jalil 3bedroom facing beautiful facing golf view,335000,BUKITJALIL,Apartments,878 sq.ft.,3,2
1152,"CORNER UNIT Casa Green Condo, Bukit Jalil, Kuala Lumpur",500000,BUKITJALIL,Apartments,1003 sq.ft.,3,2
1153,Kiara Residence 2 Bukit Jalil OUG 3min to LRT 3r2b 2cp BELOWMARKET KL,530000,BUKITJALIL,Apartments,1073 sq.ft.,3,2
1154,Bukit OUG Condominium 3+1r 2b Corner Bukit Jalil P/Furnish BELOWMKT KL,408000,BUKITJALIL,Apartments,1448 sq.ft.,4,2
1155,0% Down Payment CASH BACK Below Market 45% LRT HOC 2021 Bukit Jalil 96,549096,BUKITJALIL,Apartments,1010 sq.ft.,3,2
1156,FREEHOLD | Jalil Damai Apartment | 1100sf | RENO | BELOW MARKET PRICE,450000,BUKITJALIL,Apartments,1100 sq.ft.,3,2
1157,Arena Green Condo Bukit Jalil Below Market Walk To LRT 672sf FULLY/FUR,270000,BUKITJALIL,Apartments,672 sq.ft.,2,1
1158,Kinrara mas condominium bukit jalil kuala lumpur,500000,BUKITJALIL,Apartments,1231 sq.ft.,3,2
1159,Z Residence Renovated Unit at Bukit Jalil near LRT For Sell,640000,BUKITJALIL,Apartments,1236 sq.ft.,3,2
1160,Bukit oug condo for sale bukit jalil kl,250000,BUKITJALIL,Apartments,775 sq.ft.,2,1
1161,The Park Sky Residence Bukit Jalil Luxury Condo For Sale,888000,BUKITJALIL,Apartments,1061 sq.ft.,3,2
1162,Denai Sutera Condo | Bukit Jalil (Ready to Move In),699999,BUKITJALIL,Apartments,1154 sq.ft.,3,2
1163,"Near Lrt, Freehold, Non Bumi, Furnished, Kinrara Mas Condo Bukit Jalil",365000,BUKITJALIL,Apartments,1091 sq.ft.,3,2
1164,"[Good project to investment]Nearby KLCC,Doorstep to LRT ,High Tech",208888,BUKITJALIL,Apartments,300 sq.ft.,1,1
1165,"The Link 2 Residences, Bukit Jalil Fully Furnish Freehold",520000,BUKITJALIL,Apartments,667 sq.ft.,2,1
1166,Bukit OUG Townhouse for Sale,680000,BUKITJALIL,Apartments,1185 sq.ft.,3,2
1167,"City of green , KLCC view , nxt to technogic park",799000,BUKITJALIL,Apartments,1200 sq.ft.,3,3
1168,"(Nr Bkt Jalil n Kinrara) Kaia Heights Equine, 3r2b 2 Carpark, Balcony",567800,BUKITJALIL,Apartments,972 sq.ft.,3,2
1169,"Partly Furnish | Renovated Condo Bukit OUG , Bukit Jalil",410000,BUKITJALIL,Apartments,1448 sq.ft.,3,2
1170,"The havre, bukit jalil city beside pavilion 2 [ BRAND NEW+BL MARKET ]",505000,BUKITJALIL,Apartments,1023 sq.ft.,3,3
1171,"FREEHOLD BEST for INVESTMENT, Pangsapuri Seri Rakyat",240000,BUKITJALIL,Apartments,650 sq.ft.,3,2
1172,"[ Ready Unit ] [ 105% Loan ] Mutiara Serdang 3R2B , Free Legal , 0% DP",329800,BUKITJALIL,Apartments,940 sq.ft.,3,2
1173,"【FMCO Best Deal , 100% Loan】 Jalil Damai Apartment , Pavilion 2",380000,BUKITJALIL,Apartments,925 sq.ft.,3,2
1174,"Casa Green Condo, Bukit Jalil, Next LRT Muhibbah, RENOVATED, BUMI LOT",470000,BUKITJALIL,Apartments,1003 sq.ft.,3,3
1175,Denai sutera condominium in bukit jalil,770000,BUKITJALIL,Apartments,1154 sq.ft.,3,2
1176,"[FACING POOL] NERA LRT Bukit OUG Condo, Bukit Jalil [FULLY FURNISHED]",430000,BUKITJALIL,Apartments,1222 sq.ft.,3,2
1177,"Booking 2k - FREEHOLD Apartment Sri Rakyat Bukit Jalil, Nego!!",235000,BUKITJALIL,Apartments,660 sq.ft.,3,2
