Unnamed: 0,Title,Price,Area,Category,Size,Bedrooms,Bathrooms
4450,Fortune Perdana Kepong for Sale,540000,KEPONG,Apartments,1162 sq.ft.,3,2
4451,"First Floor , Kepong Wangsa Permai , Impiana Shop Apartment",125000,KEPONG,Apartments,680 sq.ft.,3,2
4452,"[Cantik Renovated] Saujana Ria Apartment, Kepong",160000,KEPONG,Apartments,655 sq.ft.,2,1
4453,"[Renovated Ground Floor] Sri Ehsan Apartment, Kepong Freehold",290000,KEPONG,Apartments,861 sq.ft.,3,2
4454,"Plaza Medan Putra, Bandar  Menjalara, Kepong Kuala Lumpur",365000,KEPONG,Apartments,954 sq.ft.,3,2
4455,"[ Move In Condition ] Hijau Ria Apartment ( Lift ) , Kepong Indah",320000,KEPONG,Apartments,850 sq.ft.,3,2
4456,Affordable Kepong Sentral Condominium Free All Legal Fees,280000,KEPONG,Apartments,962 sq.ft.,3,2
4457,"Hijau Ria Apartment Taman Kepong Indah, Kepong",320000,KEPONG,Apartments,850 sq.ft.,3,2
4458,"Menara Menjalara Kepong [Renovated Unit, Nice Condition, Well Kept]",450000,KEPONG,Apartments,1076 sq.ft.,3,2
4459,[Below Market 39%] Ixora Apartment Taman Wangsa Permai Kepong 1062sf,177000,KEPONG,Apartments,1062 sq.ft.,3,2
4460,"[LEVEL 29] Mizumi Residences, Kepong / Lake View",600000,KEPONG,Apartments,932 sq.ft.,3,2
4461,Murah Kepong Sentral Condo SemiFurnis Kepong NearLRT GoodCondition,260000,KEPONG,Apartments,962 sq.ft.,3,2
4462,[ RENOVATED - LOW FLOOR ] IXORA Apartment | Wangsa Permai | Kepong,215000,KEPONG,Apartments,935 sq.ft.,3,2
4463,"[under market property] unio residence, jalan kepong",730000,KEPONG,Apartments,1192 sq.ft.,3,3
4464,Desa Dua apartment at aman puri,275000,KEPONG,Apartments,837 sq.ft.,3,2
4465,Kip mas apartment below market,330000,KEPONG,Apartments,850 sq.ft.,3,3
4466,Casa prima condominium kepong,375000,KEPONG,Apartments,1150 sq.ft.,2,3
4467,Mutiara Magna Apartment For Sale,170000,KEPONG,Apartments,720 sq.ft.,3,2
4468,"RENOVATED BUMI LOT | Apartment Permata Fadason, Kepong, Kuala Lumpur",220000,KEPONG,Apartments,700 sq.ft.,3,2
4469,Vista Saujana | 980sf | RENO | prima saujana | ixora,249999,KEPONG,Apartments,980 sq.ft.,3,2
4470,"FORTUNE PERDANA=1027sf | aeon jusco, mrt",480000,KEPONG,Apartments,1027 sq.ft.,3,2
4471,"Desa satu , aman puri , kepong",168000,KEPONG,Apartments,656 sq.ft.,3,1
4472,"The Henge Kepong, DEVELOPER's Brand NEW UNIT, FREE ALL LEGAL FEE",441000,KEPONG,Apartments,1100 sq.ft.,3,2
4473,"Desa satu apartment freehold ,low down payment ,kepong desa aman puri",145000,KEPONG,Apartments,650 sq.ft.,3,2
4474,"A 4 Storey Shop Apartment, Taman Intan Baiduri, Kuala Lumpur",94770,KEPONG,Apartments,674 sq.ft.,2,1
4475,LAST 20 UNITS!! RM1500 Instalment for 1044sf 3 Rooms,390000,KEPONG,Apartments,1044 sq.ft.,3,2
4476,"Freehold, Desa Dua apt, KEPONG, facing KL view",288000,KEPONG,Apartments,800 sq.ft.,3,2
4477,3 Rooms Condominium For Sale Plaza Menjalara Kepong Fully Furnished,490000,KEPONG,Apartments,960 sq.ft.,3,2
4478,Flat Mutiara MAGNA Kepong (Belakang AEON ),190000,KEPONG,Apartments,657 sq.ft.,3,2
4479,Flat Mutiara Fadason Kepong,130000,KEPONG,Apartments,650 sq.ft.,2,2
4480,Amber Apartment for sale at Indah Perdana Kepong,185000,KEPONG,Apartments,810 sq.ft.,3,2
4481,Apartment Mutiara Magna Blok A (0 Deposit),175000,KEPONG,Apartments,650 sq.ft.,3,2
4482,"APARTMENT IXORA, Taman Wangsa Permai, Kepong",178000,KEPONG,Apartments,1062 sq.ft.,3,2
4483,Vista Magna Kepong Near MRT Jusco Below Market Price,280000,KEPONG,Apartments,912 sq.ft.,3,2
4484,Residensi Henge Condo 3Bedrooms [Below Market Value 19%],380000,KEPONG,Apartments,1100 sq.ft.,3,2
4485,Ixora Apartment / Wangsa Permai / Kepong 《Below Market Value 30%》,177300,KEPONG,Apartments,1062 sq.ft.,3,2
4486,Residensi Henge / Kepong 《Below Market Value 30%》,380700,KEPONG,Apartments,1100 sq.ft.,3,2
4487,"[below market 40%] Ixora Apartment, Taman Wangsa Permai KL",177300,KEPONG,Apartments,1062 sq.ft.,3,2
4488,"[below market 19%] Residensi Henge, Taman Metropolitan, KL",380700,KEPONG,Apartments,1100 sq.ft.,3,2
4489,Kepong : Pangsapuri Mutiara Magna [ACCEPT LOW BOOKING!!!],188000,KEPONG,Apartments,650 sq.ft.,3,2
4490,[ BASIC Unit ] Fadason Services Apartment,370000,KEPONG,Apartments,1250 sq.ft.,3,2
4491,Best DEAL [ Hijau Ria Apartment Kepong ],230000,KEPONG,Apartments,818 sq.ft.,3,2
4492,"The Henge (GREAT View), The Henge, Kepong Condo, Kepong",460000,KEPONG,Apartments,1100 sq.ft.,3,2
4493,Ixora Condominum Wangsa Permai Kepong,300000,KEPONG,Apartments,1066 sq.ft.,3,2
4494,"Low Floor Nice unit for sale at Pangsapuri Puncak Desa, Kepong",198000,KEPONG,Apartments,827 sq.ft.,3,2
4495,"Metro Prima Condominium, Kepong (Fully Furnished & 2 Car Parks)",376800,KEPONG,Apartments,1050 sq.ft.,3,2
4496,"Pangsapuri Mutiara Magna, Metro Prima, Kepong, Kuala Lumpur",198000,KEPONG,Apartments,657 sq.ft.,3,2
4497,Prima Saujana Kepong apartment full loan,265000,KEPONG,Apartments,1001 sq.ft.,3,2
4498,Plaza Metro Prima Attached with Aeon Below Market Value Nice Unit,377000,KEPONG,Apartments,1050 sq.ft.,3,2
4499,Ixora Apartment (BELOW MARKET VALUE),177300,KEPONG,Apartments,1062 sq.ft.,3,2
4500,"1st floor jinjang sederhana apartment ,kepong",220000,KEPONG,Apartments,753 sq.ft.,3,2
4501,"[near 3 mrt stations] ixora apartment, taman wangsa permai, kepong",230000,KEPONG,Apartments,905 sq.ft.,3,2
4502,"Kepong Fortune Avenue, nice & big unit, low floor",430000,KEPONG,Apartments,1137 sq.ft.,3,2
4503,[100%LOAN+CASHBACK] Kepong Sentral Condo Near LRT 962SF 3B2B,260000,KEPONG,Apartments,962 sq.ft.,3,2
4504,Prima Saujana Condominium Kepong Taman Wangsa Permai Below Market,250000,KEPONG,Apartments,990 sq.ft.,3,2
4505,Ixora Apartment Kepong Taman Wangsa Permai Aman Puri,220000,KEPONG,Apartments,1070 sq.ft.,3,2
4506,{BELOW MARKET} Fortune Court Shop Apartment Kepong Aeon MUST VIEW FAST,245000,KEPONG,Apartments,935 sq.ft.,3,2
4507,The Herz Condo NEW CONDO Kepong 2CP Kepong Baru NEW COMPLETE HOT FAST,510000,KEPONG,Apartments,1073 sq.ft.,3,2
4508,"FOR SALE: Shop Apartment Taman Daya, Kepong",137000,KEPONG,Apartments,694 sq.ft.,3,2
4509,"FOR SALE: Ixora Apartment Wangsa Permai, Kepong",225000,KEPONG,Apartments,905 sq.ft.,3,2
4510,"RENOVATED CORNER UNIT Seri Puri Apartment Aman Puri, Kepong",390000,KEPONG,Apartments,1148 sq.ft.,3,2
4511,Cheap!!! Kepong Vista Mutiara condo 1121sf fully reno opposite MRT,408000,KEPONG,Apartments,1121 sq.ft.,3,2
4512,"Lakeville Residence, Taman Wahyu, Jalan Ipoh kepong kuala lumpur",560000,KEPONG,Apartments,950 sq.ft.,3,2
4513,Kepong Sentral Condominium -convenient to everywhere,357000,KEPONG,Apartments,962 sq.ft.,3,2
4514,"Desa satu apartment freehold new paint ,low cost ,kepong",145000,KEPONG,Apartments,650 sq.ft.,3,2
4515,Fortune perdana residence sale -facing klcc/lakeview/facilities view,530000,KEPONG,Apartments,1027 sq.ft.,3,2
4516,Vista Mutiara Kepong | Menjalara Free Legal Fees | Low Down payment,390000,KEPONG,Apartments,1001 sq.ft.,3,2
4517,"Apartment Mutiara Magna, Metro Prima 1, Kepong",250000,KEPONG,Apartments,650 sq.ft.,3,2
4518,MURAH Apartment Desa Satu Aman Puri Kepong Taman Ehsan,160000,KEPONG,Apartments,655 sq.ft.,3,2
4519,"Kepong Sentral Condominium - 2min walk to KTM, MRT",356000,KEPONG,Apartments,962 sq.ft.,3,2
4520,"Apartment Indah Perdana (Opal Apartment), Below Market Value",175000,KEPONG,Apartments,850 sq.ft.,3,2
4521,Shop flat for sales Taman Daya Kepong,150000,KEPONG,Apartments,721 sq.ft.,3,2
4522,Suria Kipark Damansara Apartment 3R2B 976SF [ Full Loan ] Cash Back,300000,KEPONG,Apartments,976 sq.ft.,3,2
4523,FULL LOAN | BOOKING 1K🔥Apartment Mutiara Magna Kepong,250000,KEPONG,Apartments,650 sq.ft.,3,1
4524,"[HARGA BOLEH NEGO!] VIM 3 Desa Park North, Bandar Menjalara",335000,KEPONG,Apartments,460 sq.ft.,2,1
4525,RENOVATED Apartment Mutiara Magna in Kepong For Sale,250000,KEPONG,Apartments,650 sq.ft.,3,1
4526,"Pangsapuri Mutiara Magna, Kepong",198000,KEPONG,Apartments,650 sq.ft.,3,2
4527,Basic Unit - Saujana Ria Apartment Wangsa Permai Kepong,145000,KEPONG,Apartments,650 sq.ft.,3,2
4528,Greenview | Taman Pusat Kepong | Kepong | KL | Nice Unit Number |,180000,KEPONG,Apartments,750 sq.ft.,3,2
4529,Mutiara Magna Metro Prima Kepong Kuala Lumpur Near Aeon and MRT,190000,KEPONG,Apartments,650 sq.ft.,3,2
4530,"Mutiara Magna Aprt, Kepong(Limited 😍🎉）",185000,KEPONG,Apartments,650 sq.ft.,3,2
4531,Taman Usahawan Pusat Kepong Apartment For Sale,200000,KEPONG,Apartments,926 sq.ft.,3,2
4532,"Casa Prima Kepong [Walk to MRT2, Desa Park View, Mid Floor, Well Kept]",425000,KEPONG,Apartments,1290 sq.ft.,3,2
4533,"Fortune Perdana Kepong [High Floor, Nice View, Well Kept Condition]",550000,KEPONG,Apartments,1162 sq.ft.,3,2
4534,Casa Magna 944sqf Kepong Below Market Fully Renovated,310000,KEPONG,Apartments,944 sq.ft.,3,2
4535,Desa satu aman puri ( low floor) kepong bandar sri damansara menjalara,170000,KEPONG,Apartments,657 sq.ft.,3,2
4536,The Henge Kepong For Sale /Partially furnish/1100Sf/Below Market,490000,KEPONG,Apartments,1100 sq.ft.,3,2
4537,The Henge Kepong Below Market unit for sale !,440000,KEPONG,Apartments,1100 sq.ft.,3,2
4538,The Henge Kepong For Sale /Partially furnish/1100Sf,470000,KEPONG,Apartments,1100 sq.ft.,3,2
4539,Ixora Apartment 935sf 3r2b Reno Kepong 100% Loan Below Market,220000,KEPONG,Apartments,930 sq.ft.,3,2
4540,Desa Satu Aman Puri 1st Floor,180000,KEPONG,Apartments,657 sq.ft.,3,2
4541,The Herz condo [NEW COMPLETED] 3R 3B 2 CP Kepong Metro Prima,535000,KEPONG,Apartments,1144 sq.ft.,3,3
4542,Kepong Sentre Condominum K.L Kepong Cheapest | New Renovated | F.Loan,280000,KEPONG,Apartments,962 sq.ft.,3,2
4543,Aman Dua Apartment Aman puri Kepong Freehold Corner Lot l Below Market,260000,KEPONG,Apartments,850 sq.ft.,3,2
4544,Taman Daya Kepong Shop Apartment,150000,KEPONG,Apartments,721 sq.ft.,3,2
4545,Strata Title Freehold Mutiara Magna Kepong,225000,KEPONG,Apartments,650 sq.ft.,3,2
4546,"RUMAH MURAH DAN CANTIK at Mutiara Magna Apartment, Kepong",250000,KEPONG,Apartments,650 sq.ft.,3,1
4547,Opal Apartment Taman Indah Perdana Kepong,230000,KEPONG,Apartments,764 sq.ft.,3,2
4548,Lake View and Reserved Forest View Condos - Mizumi Residences,630000,KEPONG,Apartments,1027 sq.ft.,4,2
4549,Mature Area Condos beside Kepong Metropolitan Park - Mizumi Residences,480000,KEPONG,Apartments,932 sq.ft.,3,2
4550,The Herz Kepong condo CHEAP High floor,490000,KEPONG,Apartments,1073 sq.ft.,3,2
4551,Fortune Avenue kepong condo must view good condition renovated,419999,KEPONG,Apartments,1137 sq.ft.,3,2
4552,Kepong sentral condo mrt facing swimming pool full loan,245000,KEPONG,Apartments,963 sq.ft.,3,2
4553,Ixora apartment kepong 100% l0an cash back,218000,KEPONG,Apartments,935 sq.ft.,3,2
4554,[ LAKE VIEW ] FORTUNE PERDANA BEST UNIT | Kepong | Metro Prima,570000,KEPONG,Apartments,1162 sq.ft.,4,2
4555,"Aman puri apartment ,desa jaya ,taman eshan , damansara damai , kepong",288000,KEPONG,Apartments,905 sq.ft.,3,2
4556,"Casa prima condo, kepong",380000,KEPONG,Apartments,1150 sq.ft.,3,2
4557,"PERDANA PURI Amanpuri , Wangsa Permai , Kepong , damansara damai",335000,KEPONG,Apartments,904 sq.ft.,3,2
4558,Apartment Desa Kepong Selayang Near MRT KTM Sri Damansara Full Loan,195000,KEPONG,Apartments,827 sq.ft.,3,2
4559,Mutiara Magna Kepong Apartment,250000,KEPONG,Apartments,650 sq.ft.,3,1
4560,Level 5 for sale !!! apartment taman aman putra,190000,KEPONG,Apartments,720 sq.ft.,3,2
4561,"Jalan Udang Harimau 1, Taman Megah Kepong, 52000 Kuala Lumpur",115000,KEPONG,Apartments,682 sq.ft.,3,2
4562,"[Strata Ready] Permata fadason Apartment Kepong, Kuala Lumpur",220000,KEPONG,Apartments,700 sq.ft.,3,2
4563,{Blok C+MURAH} Mutiara Magna Kepong KL Near AEON MALL,175000,KEPONG,Apartments,650 sq.ft.,3,2
4564,Kepong United Point Residence Partially Furnished Condo,585000,KEPONG,Apartments,829 sq.ft.,3,2
4565,"Aman Satu Aprt, Kepong(offer💥🔥🔥）",238000,KEPONG,Apartments,837 sq.ft.,3,2
4566,"For Sale Apartment Mutiara Magna, No 2 Jalan Metro Prima 1, Kepong",250000,KEPONG,Apartments,650 sq.ft.,3,1
4567,Apartmnt desa satu kepong,138000,KEPONG,Apartments,657 sq.ft.,3,2
4568,"[Murah] Apartment Desa Satu, Kepong, Kuala Lumpur For Sales",130000,KEPONG,Apartments,659 sq.ft.,3,2
4569,NICE UNIT Apartment Mutiara Magna Kepong WITH KITCHEN CABINET,249000,KEPONG,Apartments,650 sq.ft.,3,1
4570,"Laman Damai, Kepong",200000,KEPONG,Apartments,650 sq.ft.,3,2
4571,Plaza Metro Prima [ Renovated ] 100% Full Loan | Cash Back Money,368000,KEPONG,Apartments,1010 sq.ft.,3,2
4572,True Bo !! Condominium 3B+2B New >> The Henge Kepong KL,380700,KEPONG,Apartments,1100 sq.ft.,3,2
4573,Kepong Condo next to MRT& KTM + Free Installment for 5 years!,280000,KEPONG,Apartments,962 sq.ft.,3,2
4574,Casa Magna 944sqf Kepong Nice condition&Location Blw MV KL area RENO,310000,KEPONG,Apartments,944 sq.ft.,3,2
4575,"/shop apartment taman daya, jalan daya 7 tingkat 3",140000,KEPONG,Apartments,700 sq.ft.,3,2
4576,"Pangsapuri saujana ria, jalan Wawasan 2/6, tingkat 14",155000,KEPONG,Apartments,650 sq.ft.,3,2
4577,"Pangsapuri Mutiara magna block a, near aeon kepong fully renovated",200000,KEPONG,Apartments,650 sq.ft.,3,2
4578,Kepong Sentral Condominium - Fully Condo Facilities with Car Park,356000,KEPONG,Apartments,962 sq.ft.,3,2
4579,NEAR MRT FULLY FURNISH Mutiara Magna Apartment Kepong KL,235000,KEPONG,Apartments,650 sq.ft.,3,2
4580,"Kepong Sentral Condominium, Kepong",280000,KEPONG,Apartments,962 sq.ft.,3,2
4581,"Three33 residence , kepong baru ,jinjang, menjalara, kuala lumpur",591000,KEPONG,Apartments,880 sq.ft.,3,2
4582,TERMURAH RENOVATED Ixora Apartment Kepong 905 sqft,230000,KEPONG,Apartments,905 sq.ft.,3,2
4583,"Three 33 Residence Condominium , Kepong Baru , Kuala Lumpur",521000,KEPONG,Apartments,850 sq.ft.,3,2
4584,BELOW MARKET Ixora Condo Kepong NONBUMI Partial Furnish 1Park WellKept,230000,KEPONG,Apartments,905 sq.ft.,3,2
4585,"Fortune Perdana Kepong MRT Metro Prima, Nearby Aeon Big, MRR2, Shops",463000,KEPONG,Apartments,1027 sq.ft.,3,2
4586,Kepong Sentral Condominium - Walking Distance to KTM Kepong Sentral,358000,KEPONG,Apartments,962 sq.ft.,3,2
4587,Apartment Desa Satu Aman Puri_100% Loan,145000,KEPONG,Apartments,650 sq.ft.,3,2
4588,Flat Mutiara Fadason Kepong NEGO NEGO NEGO,150000,KEPONG,Apartments,650 sq.ft.,3,2
4589,NICE UNIT Apartment Mutiara Magna Kepong,249999,KEPONG,Apartments,650 sq.ft.,3,1
4590,"Legend Height Condo Kepong Low Density , Segambut",610000,KEPONG,Apartments,1215 sq.ft.,5,3
4591,Scenaria North Kiara come with 2 carpark/ Facing DesaPark City,620000,KEPONG,Apartments,1019 sq.ft.,3,2
4592,"Freehold, Bukit Sri Bintang Apartment, Taman Sri Bintang, kepong",250000,KEPONG,Apartments,650 sq.ft.,3,2
4593,Ivory Apartment,220000,KEPONG,Apartments,850 sq.ft.,3,2
4594,The Henge In Kepong Below Market House For Sales,440000,KEPONG,Apartments,1100 sq.ft.,3,2
4595,Freehold / Perdana Puri Apartment / Desa Aman Puri / Kepong,285000,KEPONG,Apartments,904 sq.ft.,3,2
4596,"NON BUMI LOT Ixora Apartment, Taman Wangsa Permai, Kepong",230000,KEPONG,Apartments,905 sq.ft.,3,2
4597,"Brand New Fortune Centra Residences, Kepong",760000,KEPONG,Apartments,1259 sq.ft.,4,3
4598,Kepong Condominium Kuala Lumpur Free TV Below Market Value,299000,KEPONG,Apartments,962 sq.ft.,3,2
4599,"KLKepong Lakeville 1000sf 3room2bath 2carpark for sale,ready to move",600000,KEPONG,Apartments,978 sq.ft.,3,2
4600,FOR SALE Ixora Condominium Wangsa Permai Kepong,235000,KEPONG,Apartments,905 sq.ft.,3,2
4601,The Henge Condo Kuala Lumpur Kepong,480000,KEPONG,Apartments,1100 sq.ft.,3,2
4602,[ LAKE VIEW ] THE HENGE CONDO | Kepong | Selayang,585000,KEPONG,Apartments,1300 sq.ft.,4,2
4603,"Pangsapuri Mutiara Magna, Metro Prima, Kepong, Kuala Lumpur",198000,KEPONG,Apartments,657 sq.ft.,3,2
4604,"Ixora Apartment, Jalan Wangsa 2/6, Taman Wangsa Permai kepong",177300,KEPONG,Apartments,1062 sq.ft.,3,2
4605,"[TAMAN DAYA] Desa, Jaya, Ehsan, 99 Speed Mart, Kepong, KL, MRR2, Jual",119999,KEPONG,Apartments,700 sq.ft.,2,2
4606,"[TAMAN DAYA] Ehsan, Desa Jaya, Kepong, KL, 1ST FLOOR, Frim, Limited",139999,KEPONG,Apartments,650 sq.ft.,2,1
4607,IXORA Apartment Taman Wangsa Permai Kepong Kuala Lumpur,300000,KEPONG,Apartments,1062 sq.ft.,3,2
4608,Kepong plaza metro prima,400000,KEPONG,Apartments,1330 sq.ft.,4,2
4609,"Aman Puri Apartment, Desa Aman Puri, Kepong, Sri Damasara, Taman Ehsan",250000,KEPONG,Apartments,904 sq.ft.,3,2
4610,"Desa satu apartment 1 carpark freehold ,desa aman puri ,kepong",160000,KEPONG,Apartments,650 sq.ft.,3,2
4611,公寓出售！The Henge Coner unit for sale，Kepong,550000,KEPONG,Apartments,1100 sq.ft.,3,2
4612,公寓出售！Belew Market Value！！Ixora Apartment Kepong for sale,208000,KEPONG,Apartments,907 sq.ft.,3,2
4613,[ BEST PRICE ] FORTUNE CENTRA | Partial Furnished | Kepong | New Condo,480000,KEPONG,Apartments,818 sq.ft.,2,2
4614,[ BEST DEAL ] FORTUNE CENTRA FOR SALE | Facing Pool |,480000,KEPONG,Apartments,785 sq.ft.,2,2
4615,"RENOVATED Ixora Apartment , Taman Wangsa Permai , Kepong",230000,KEPONG,Apartments,905 sq.ft.,3,2
4616,[ FACING LAKE ] THE HENGE CONDO | Partial furnished | Kepong,500000,KEPONG,Apartments,1100 sq.ft.,3,2
4617,MURAH PARTLY FURNISHED | Apartment Ixora Kepong Kuala Lumpur,290000,KEPONG,Apartments,1066 sq.ft.,3,2
4618,Casa Magna Condominium,320000,KEPONG,Apartments,990 sq.ft.,3,2
4619,"Vista Mutiara Condominium, Kepong",350000,KEPONG,Apartments,1001 sq.ft.,3,2
4620,Biar Betul !! Apartment 4B+2Ba >>> Tmn Wangsa Permai Kepong KL,177300,KEPONG,Apartments,1062 sq.ft.,4,2
4621,"[ MURAH (BOLEH Nego) + HOT LOCATION !! ] APARTMENT SAUJANA RIA, KEPONG",155000,KEPONG,Apartments,650 sq.ft.,3,1
4622,[NEGO SAMPAI JADI] Sebulan RM600 Instalment Apartment Saujana Ria,150000,KEPONG,Apartments,650 sq.ft.,3,2
4623,Kepong Sentral Condo [SKIM LPPSA+2k DEPOSIT] KTM MRT Link KL Kepong,280000,KEPONG,Apartments,962 sq.ft.,3,2
4624,Kepong Sentral Condo [SKIM LOAN PENUH+DEPOSIT RENDAH] Kepong Sri Ehsan,280000,KEPONG,Apartments,962 sq.ft.,3,2
4625,Laman Damai Li Garden Kepong,205000,KEPONG,Apartments,650 sq.ft.,3,2
4626,[5 Rooms] Great for investment Casa Prima condo Kepong,400000,KEPONG,Apartments,1150 sq.ft.,5,2
4627,"Desa Satu Apartment, Desa Aman Puri, Kepong, Bandar Sri Damansara",160000,KEPONG,Apartments,657 sq.ft.,3,2
4628,"[Good Condition] Vista Mutiara Condo, Kepong",350000,KEPONG,Apartments,1001 sq.ft.,3,2
4629,"Mizumi Residence New Condo, Kepong",488000,KEPONG,Apartments,901 sq.ft.,3,2
4630,[Fully Renovated] / Suria KIP Apt / Freehold / Kepong / Partly Furnish,305000,KEPONG,Apartments,978 sq.ft.,3,2
4631,Desa Satu Aman Puri Freehold NEW Renovated Rumah Kahwin 120% loan,170000,KEPONG,Apartments,650 sq.ft.,3,2
4632,"The Henge Residence Kepong,Metropolitan Lake Garden,Aset Kayamas,ready",450000,KEPONG,Apartments,1100 sq.ft.,3,2
4633,"Kepong Sentral Condominium, Kepong Central, Beside Ktm Station, Mrt 2",298000,KEPONG,Apartments,976 sq.ft.,2,3
4634,"Fortune Court Apartment, Kepong",230000,KEPONG,Apartments,882 sq.ft.,3,2
4635,"Three33 residence , kepong baru, kuala lumpur",590000,KEPONG,Apartments,880 sq.ft.,3,2
4636,Apartment kepong 100% loan,150000,KEPONG,Apartments,650 sq.ft.,3,2
4637,Kepong Sentral Condominium -Direct access to MRR2 & Duke Highway,359000,KEPONG,Apartments,962 sq.ft.,3,2
4638,{Vista Mutiara} Condominium Full Furnished Renovated,368000,KEPONG,Apartments,1001 sq.ft.,3,2
4639,Kepong sentral central mrt KEPONG ktm sri ehsan below market DAMAI,250000,KEPONG,Apartments,962 sq.ft.,3,2
4640,Fortune Court Shop Apartment For Sale,245000,KEPONG,Apartments,935 sq.ft.,3,2
4641,Kepong Sentral Condominium - niew view,358000,KEPONG,Apartments,962 sq.ft.,3,2
4642,Vista Mutiara Condo Kepong Kuala Lumpur Renovated (1K Booking),350000,KEPONG,Apartments,1001 sq.ft.,3,2
4643,Aman Putra Apartment Jinjang Kepong Full Reno (1K Booking + Full Loan),208000,KEPONG,Apartments,720 sq.ft.,3,2
4644,"Three33 Residence Kepong Baru , Kuala Lumpur For Sale (2Parking )",620000,KEPONG,Apartments,880 sq.ft.,3,2
4645,"Vista Saujana Apartment Kepong , Below Market [1K Booking +Full Loan]",260000,KEPONG,Apartments,955 sq.ft.,3,2
4646,Nice & Clean Well Maintain Kepong Sentral Condo Below Market+Fullloan,310000,KEPONG,Apartments,962 sq.ft.,3,2
4647,"Kepong Sentral , kepong central Condo Below Market (1k Booking)",260000,KEPONG,Apartments,962 sq.ft.,3,2
4648,Vista Magna Kepong For Sale [1K Booking Only + Full Loan + Cash Back],310000,KEPONG,Apartments,855 sq.ft.,3,2
4649,"Three33 residence ,kepong baru , kuala lumpur (Fully Renovated) ACTUAL",720000,KEPONG,Apartments,912 sq.ft.,3,2
4650,Fortune Perdana Condo For Sale Kepong (1k Booking Only),480000,KEPONG,Apartments,1027 sq.ft.,3,2
4651,MURAH Apartment Desa Satu Aman Puri Kepong Taman Ehsan,160000,KEPONG,Apartments,655 sq.ft.,3,2
4652,Kepong Pelangi Magna Apartment,210000,KEPONG,Apartments,850 sq.ft.,3,2
4653,New kepong sentral condominium( cheapest in Town),280000,KEPONG,Apartments,962 sq.ft.,3,2
4654,"BELOW MARKET VALUE! Ixora Condo, Aman Puri Kepong",235000,KEPONG,Apartments,905 sq.ft.,3,2
4655, Kepong Vista Mutiara for sale，Kepong,368000,KEPONG,Apartments,1001 sq.ft.,3,2
4656,Kepong Sentral Condo [SKIM RUMAH PERTAMA] MRT Link KL Kepong Selayang,280000,KEPONG,Apartments,962 sq.ft.,3,2
4657,Puncak Desa Apartment [RUMAH MAMPU MILIK] KTM MRT Link KL Kepong,200000,KEPONG,Apartments,826 sq.ft.,3,2
4658,"(Facing FRIM) The Henge Condo, The Henge, Kepong, Selayang",460000,KEPONG,Apartments,1100 sq.ft.,3,2
4659,Vista Mutiara Kepong |Nice condition | Renovated,398000,KEPONG,Apartments,1128 sq.ft.,3,2
4660,Desa Satu Apartment di Desa Aman Puri Kepong +renovation+touch up,155000,KEPONG,Apartments,680 sq.ft.,3,2
4661,"Apartment saujana ria ,taman wangsa permai, kepong",155000,KEPONG,Apartments,650 sq.ft.,3,1
4662,[HOC2021]Next to Kepong 15Min[0% D/P] F/H Condo [Monthly 1800+-],430000,KEPONG,Apartments,1400 sq.ft.,3,2
4663,Below Bank | Puncak Desa Kepong Shop Apartment Near MRT Kepong Sentral,155000,KEPONG,Apartments,750 sq.ft.,3,2
4664,"Scenaria North Kiara Condo, 1250sf 3+1 rooms unblocked view",720000,KEPONG,Apartments,1250 sq.ft.,4,3
4665,"1300sf 3+1 room corner unit, pool view Scenaria Condo, Segambut Kepong",890000,KEPONG,Apartments,1300 sq.ft.,4,3
4666,"Pangsapuri Mutiara Magna, Metro Prima, Kepong",188000,KEPONG,Apartments,650 sq.ft.,3,2
4667,Desa Satu Apartment Kepong Aman Puri Freehold Good Condition Cheapest,150000,KEPONG,Apartments,660 sq.ft.,3,2
4668,Kepong Sentral Condo CASH BACK Up RM80K New Refurbished FULL LOAN UNIT,280000,KEPONG,Apartments,962 sq.ft.,3,2
4669,Vista Mutiara Condominium Full Furnished Renovated Kepong nearby MRT,390000,KEPONG,Apartments,1081 sq.ft.,3,2
4670,Azelia residence Bandar Sri Damansara,535000,KEPONG,Apartments,614 sq.ft.,1,1
4671,"Ixora Condominium, Wangsa Permai, Kepong, 905sqft, Guarded, Furnish",235000,KEPONG,Apartments,905 sq.ft.,3,2
4672,MURAH ! Apartment Saujana Ria Wangsa Permai Kepong,155000,KEPONG,Apartments,650 sq.ft.,3,1
4673,Perdana puri apartment level 1 kepong,310000,KEPONG,Apartments,904 sq.ft.,3,2
4674,"Ixora Apartment On Top Hill In Taman Wangsa Permai, Kepong",230000,KEPONG,Apartments,935 sq.ft.,3,2
4675,CHEAPEST - Cass Prima Condo Kepong,400000,KEPONG,Apartments,1150 sq.ft.,5,2
4676,"Ixora Apartment In Taman Wangsa Permai, Kepong",280000,KEPONG,Apartments,941 sq.ft.,3,2
4677,Shop Apartment 935sf : Taman Pusat Kepong : KL : Good ROI,165000,KEPONG,Apartments,935 sq.ft.,3,2
4678,"Scenaria North Kiara, Segambut Kepong, 1250sf fully furnished KL view",800000,KEPONG,Apartments,1250 sq.ft.,4,3
4679,2021 Desa Satu aman puri +DEPO RM1K+ MESTI DAPAT FULL LOAN (RENO),149000,KEPONG,Apartments,655 sq.ft.,3,2
