Title,Price,Area,Category,Size,Bedrooms,Bathrooms
"Ketumbar Heights Condo, Cheras, Kg Cheras Baru, Yew Lek",320000,CHERAS,Apartments,3 sq.ft.,4 Bedrooms,2 Bathrooms
Selling Below Market Value The Holmers 2 Bandar Tun Razak Cheras KL,450000,CHERAS,Apartments,943 sq.ft.,3 Bedrooms,2 Bathrooms
"355k NEAR LRT Condo Bayu Tasik 1, Bandar Sri Permaisuri",355000,CHERAS,Apartments,920 sq.ft.,3 Bedrooms,2 Bathrooms
"The Holmes 2, Bandar Tun Razak, New Condo, Facing Pool , HUKM ,CHERAS",440000,CHERAS,Apartments,947 sq.ft.,3 Bedrooms,2 Bathrooms
"Well Maintain, Condusive Enviroment",490000,CHERAS,Apartments,960 sq.ft.,3 Bedrooms,2 Bathrooms
"Condominium Cengal, Bandar Sri Permaisuri, Cheras Kuala Lumpur FOR SAL",370000,CHERAS,Apartments,832 sq.ft.,3 Bedrooms,2 Bathrooms
[below market 100k]seri cendekia high rental yield taman connaught kl,207000,CHERAS,Apartments,1003 sq.ft.,3 Bedrooms,2 Bathrooms
"The Holmes 2, Bandar Tun Razak, New Condo, Facing Pool , HUKM ,CHERAS",460000,CHERAS,Apartments,1104 sq.ft.,3 Bedrooms,2 Bathrooms
Vistana Cheras,268000,CHERAS,Apartments,994 sq.ft.,3 Bedrooms,2 Bathrooms
The iResidence Cheras Penthouse Fully Furnished for Sale,589000,CHERAS,Apartments,2185 sq.ft.,5 Bedrooms,3 Bathrooms
Condominium Bayu Tasik Bandar Sri Permaisuri Cheras,395000,CHERAS,Apartments,920 sq.ft.,3 Bedrooms,2 Bathrooms
Amaya Maluri Condo Taman Maluri (Cheapest)(Near MRT),445000,CHERAS,Apartments,1044 sq.ft.,3 Bedrooms,2 Bathrooms
Apartment Desa Tun Razak Cheras Kuala Lumpur,195000,CHERAS,Apartments,668 sq.ft.,2 Bedrooms,1 Bathroom
(ACTUAL PIC) EKOCHERAS DUPLEX NICE Freehold WALK To MRT,575000,CHERAS,Apartments,762 sq.ft.,1 Bedroom,2 Bathrooms
"Warisan Cityview Condo, Cheras, 1050sf BELOW MARKET PRICE",410000,CHERAS,Apartments,1050 sq.ft.,3 Bedrooms,2 Bathrooms
"Prisma Perdana Apartment,Cheras (Nice Unit,Full Loan)",384999,CHERAS,Apartments,817 sq.ft.,3 Bedrooms,2 Bathrooms
KL Cheras - 1000SQFT | FREE 40% Furniture | Top 10 Developer,460000,CHERAS,Apartments,1000 sq.ft.,3 Bedrooms,2 Bathrooms
"Fully furnished + low depo!! pangsapuri kempas,jalan cemara1,cheras",270000,CHERAS,Apartments,750 sq.ft.,3 Bedrooms,2 Bathrooms
Below Market 21% | Maxim Residences Taman Len Seng Cheras 854sf,307000,CHERAS,Apartments,854 sq.ft.,2 Bedrooms,2 Bathrooms
(FACING LAKE)Suasana Lumayan Condominium Sri Permaisuri For Sale,480000,CHERAS,Apartments,1142 sq.ft.,4 Bedrooms,2 Bathrooms
Emerald Residence 1266sf Mahkota Cheras [Below Market],420000,CHERAS,Apartments,1266 sq.ft.,3 Bedrooms,2 Bathrooms
"Vista Amani Condominium, Bandar Sri Permaisuri",430000,CHERAS,Apartments,1101 sq.ft.,4 Bedrooms,2 Bathrooms
[1st Floor | 2 CARPARK] The Holmes 2 Condominum Bandar Tun Razak,460000,CHERAS,Apartments,1104 sq.ft.,3 Bedrooms,2 Bathrooms
Glenview villa Condo Jalan Kuari Cheras,340000,CHERAS,Apartments,1141 sq.ft.,3 Bedrooms,3 Bathrooms
Apartment Tmn Megah Batu 9 Full Loan 3R1B Cash Back GoodCondition,200000,CHERAS,Apartments,700 sq.ft.,3 Bedrooms,1 Bathroom
LEVEL 2 SRI PENARA APARTMENT Bandar Permaisuri Cheras KL,245000,CHERAS,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
YOU Residences,630000,CHERAS,Apartments,1361 sq.ft.,4 Bedrooms,3 Bathrooms
Suasana Lumayan Condo penthouse below market value,900000,CHERAS,Apartments,3542 sq.ft.,5 Bedrooms,3 Bathrooms
Condo Bandar Tun Hussein + Freehold +Furnished + KLCC view + Renovated,660000,CHERAS,Apartments,916 sq.ft.,3 Bedrooms,2 Bathrooms
Miharja Apt and Flat near LRT MRT station For Sale n Invest cheras kl,268000,CHERAS,Apartments,700 sq.ft.,3 Bedrooms,2 Bathrooms
"[Reno F/Furn] Puncak Banyan, UCSI, Connaught, Cheras",358000,CHERAS,Apartments,820 sq.ft.,3 Bedrooms,2 Bathrooms
"[NonBumi PoolView 2cp] Q1 Villa Laman Tasik Condo, Permaisuri, Cheras",595000,CHERAS,Apartments,1280 sq.ft.,4 Bedrooms,3 Bathrooms
"[Reno P/Furn] Puncak Banyan, UCSI, Connaught, Cheras",355000,CHERAS,Apartments,820 sq.ft.,3 Bedrooms,2 Bathrooms
2 car park & facing swimming pool- the holmes 2,460000,CHERAS,Apartments,1104 sq.ft.,3 Bedrooms,2 Bathrooms
"Kasturi Apartment, Bandar Tun Razak, Permaisuri, Cheras",195000,CHERAS,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
Nice Miharja Apt and Flat near LRT MRT station For Sale n Invest,248000,CHERAS,Apartments,800 sq.ft.,3 Bedrooms,2 Bathrooms
KL Cheras - 1000SQFT | FREE 40% Furniture | FREE MOT | 2 Carpark,460000,CHERAS,Apartments,1000 sq.ft.,3 Bedrooms,2 Bathrooms
Near LRT! Bayu Tasik Condominium Bandar Sri Permaisuri Cheras KL,385000,CHERAS,Apartments,920 sq.ft.,3 Bedrooms,2 Bathrooms
NEW REFURBISH Condominium Bayu Tasik 1 Bandar Sri Permaisuri,355000,CHERAS,Apartments,920 sq.ft.,3 Bedrooms,2 Bathrooms
Cheras ketumbar hill condominium,528000,CHERAS,Apartments,1211 sq.ft.,4 Bedrooms,2 Bathrooms
KL Cheras - Bumi Sahaja | 100% Loan | FREE MOT | 3 min ke MRT,300000,CHERAS,Apartments,850 sq.ft.,3 Bedrooms,2 Bathrooms
The Holmes 2 / Bandar Tun Razak/ New Completed Condo / 1106sf,450000,CHERAS,Apartments,1106 sq.ft.,3 Bedrooms,2 Bathrooms
Freehold Condo 1 min walk MRT & Bigger Size below market price,400000,CHERAS,Apartments,900 sq.ft.,3 Bedrooms,2 Bathrooms
CORNER Unit Puncak Banyan Condo (Beside University! Good RR!!),350000,CHERAS,Apartments,810 sq.ft.,3 Bedrooms,2 Bathrooms
BOLEH BINCANG | BAWAH MARKET VALUE Condo Nusa Mewah Bukit Pandan,330000,CHERAS,Apartments,865 sq.ft.,3 Bedrooms,2 Bathrooms
FURNISHED!! Condo Putra Majestik,465000,CHERAS,Apartments,1080 sq.ft.,3 Bedrooms,2 Bathrooms
[Ground Floor / GF] Pangsapuri Cengal Apartment Cheras Hartamas,360000,CHERAS,Apartments,850 sq.ft.,3 Bedrooms,2 Bathrooms
Maxim Residence 3 Bedrooms Len Sen Connaught Avenue Cheras Near MRT,435000,CHERAS,Apartments,1080 sq.ft.,3 Bedrooms,2 Bathrooms
"For Sale Nego Condominium Cengal, Bandar Sri Permaisuri Cheras",370000,CHERAS,Apartments,832 sq.ft.,3 Bedrooms,2 Bathrooms
END LOT* Vista Amani Condominium Permaisuri Cheras,410000,CHERAS,Apartments,1107 sq.ft.,4 Bedrooms,2 Bathrooms
Penthouse 5 room renovated pangsapuri cheras utama,450000,CHERAS,Apartments,1751 sq.ft.,5 Bedrooms,3 Bathrooms
Mewah Court Tmn Cheras Mewah Cheras KL,260000,CHERAS,Apartments,880 sq.ft.,3 Bedrooms,2 Bathrooms
(100m to MRT) Freehold 5 Star Condo 0%Downpayment 5mins to Eko Cheras,398000,CHERAS,Apartments,900 sq.ft.,3 Bedrooms,2 Bathrooms
[furnished & strata ready!] mewah court taman cheras mewah cheras kl,260000,CHERAS,Apartments,880 sq.ft.,3 Bedrooms,2 Bathrooms
"CENGAL CONDOMINIUM, Bandar Sri Permaisuri, Move in Condition",370000,CHERAS,Apartments,832 sq.ft.,3 Bedrooms,2 Bathrooms
Vistaria residensi cheras big corner unit,580000,CHERAS,Apartments,1380 sq.ft.,4 Bedrooms,2 Bathrooms
"The Lumayan Apartment, Bdr Sri Permaisuri, Cheras",360000,CHERAS,Apartments,830 sq.ft.,3 Bedrooms,2 Bathrooms
"SRI PENARA APARTMENT, CHERAS, Tingkat 6 || 3 Bilik",235000,CHERAS,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
PANGSAPURI CEMARA || Bandar Sri Permaisuri Cheras,330000,CHERAS,Apartments,750 sq.ft.,3 Bedrooms,2 Bathrooms
"Nice Unit*The Holmes 2, Bandar Tun Razak",455000,CHERAS,Apartments,979 sq.ft.,3 Bedrooms,2 Bathrooms
"28 Boulevard Condo Partially Furnished , 1 Shamelin, Pandan Perdana",480000,CHERAS,Apartments,775 sq.ft.,2 Bedrooms,2 Bathrooms
[Rebate 19% +100% Full loan]DUAL BALCANY Cheras Condo with 3R2B 1229sf,391800,CHERAS,Apartments,1229 sq.ft.,3 Bedrooms,2 Bathrooms
[reno/near lrt/aircond unit] apartment cemara murah di cheras,330000,CHERAS,Apartments,750 sq.ft.,3 Bedrooms,2 Bathrooms
Bayu Tasik 2 Condominium Bandar Sri Permaisuri Cheras HUKM LRT,353000,CHERAS,Apartments,950 sq.ft.,3 Bedrooms,2 Bathrooms
"Mahkota Garden,Bandar Mahkota Cheras,Below Market/NEAR MRT/Full Loan",360000,CHERAS,Apartments,1425 sq.ft.,4 Bedrooms,2 Bathrooms
"[POOL VIEW] Midah Ria, Condominium, Taman Midah, Cheras, Renovated",365000,CHERAS,Apartments,922 sq.ft.,3 Bedrooms,2 Bathrooms
Hot Area Pangsapuri Cemara Bandar Sri Permaisuri,330000,CHERAS,Apartments,750 sq.ft.,3 Bedrooms,2 Bathrooms
[ GROUND FLOOR + FULLY RENO ] Cengal Condo Bandar Sri Permaisuri,460000,CHERAS,Apartments,922 sq.ft.,3 Bedrooms,1 Bathroom
[Corner Unit] Mentari Condo At Bandar Sri Permaisuri Cheras,370000,CHERAS,Apartments,1025 sq.ft.,3 Bedrooms,2 Bathrooms
Cemara apartment bandar sri permaisuri cheras,344000,CHERAS,Apartments,750 sq.ft.,3 Bedrooms,2 Bathrooms
"Apartment Cemara, Bandar Sri Permaisuri, Cheras",330000,CHERAS,Apartments,750 sq.ft.,3 Bedrooms,2 Bathrooms
"EkoCheras, Walk To MRT Taman Mutiara, Cheras Leiusre Mall",1050000,CHERAS,Apartments,1328 sq.ft.,3 Bedrooms,2 Bathrooms
Amaya Maluri NEAR MRT Save 180k,445500,CHERAS,Apartments,1044 sq.ft.,3 Bedrooms,2 Bathrooms
Eko Cheras Condo KL Selangor Taman Midah LRT MRT Taynton Connaught 88,727000,CHERAS,Apartments,1121 sq.ft.,2 Bedrooms,2 Bathrooms
Cheras Flat Bkt Angsana - Well Kept,110000,CHERAS,Apartments,640 sq.ft.,3 Bedrooms,2 Bathrooms
Pangsapuri Puteri 1 Apartment Damai Perdana Corner Low Density Nice 8,310000,CHERAS,Apartments,828 sq.ft.,3 Bedrooms,2 Bathrooms
"Apartment Cemara, Bandar Sri Permaisuri, Cheras",330000,CHERAS,Apartments,750 sq.ft.,3 Bedrooms,2 Bathrooms
GROUND FLOOR | END LOT UNIT Cengal Condominium Bandar Sri Permaisuri,370000,CHERAS,Apartments,832 sq.ft.,3 Bedrooms,2 Bathrooms
[negotiable] cemara apartment bandar sri permaisuri cheras,333000,CHERAS,Apartments,750 sq.ft.,3 Bedrooms,2 Bathrooms
D'Alamanda Condominium Pudu Impian KL,450000,CHERAS,Apartments,1097 sq.ft.,3 Bedrooms,2 Bathrooms
"[Rebate 23% ]Luxury Condo Cheras,100m TO MRT, MURAH+Cash Back 1000sqft",420000,CHERAS,Apartments,1000 sq.ft.,3 Bedrooms,2 Bathrooms
"The Hamstead, Desa Tun Razak",420000,CHERAS,Apartments,950 sq.ft.,3 Bedrooms,2 Bathrooms
[below market 130k]d'pines cempaka ampang hot pick condo kl,478000,CHERAS,Apartments,1394 sq.ft.,3 Bedrooms,2 Bathrooms
LEVEL 2 Apartment Bustan Taman Shamelin Cheras 1026sqft,330000,CHERAS,Apartments,1026 sq.ft.,3 Bedrooms,2 Bathrooms
"Shamelin Star Condo, near LRT",510000,CHERAS,Apartments,742 sq.ft.,2 Bedrooms,2 Bathrooms
"You Vista Condo, Batu 9 Cheras, Walking distance to MRT",550000,CHERAS,Apartments,1026 sq.ft.,3 Bedrooms,2 Bathrooms
"Maxim Residence, Taman Connaught, Cheras, Len Seng, BELOW MKT PRICE",380000,CHERAS,Apartments,854 sq.ft.,2 Bedrooms,2 Bathrooms
"Glenview Villa Duplex Penthouse Jalan Kuari Kg Cheras Baru,",550000,CHERAS,Apartments,2276 sq.ft.,4 Bedrooms,2 Bathrooms
"CHERAS Taman Supreme / Yulek, Cloud View Tower 3r2b Condo Unit",350000,CHERAS,Apartments,1324 sq.ft.,3 Bedrooms,2 Bathrooms
Eko cheras freehold walk to mrt 3r2b,501000,CHERAS,Apartments,900 sq.ft.,3 Bedrooms,2 Bathrooms
Bandar Sri Permaisuri Condominium For Sales,388000,CHERAS,Apartments,920 sq.ft.,3 Bedrooms,2 Bathrooms
KL Cheras - Bumi Sahaja | 100% Loan | FREE MOT | 3 min ke MRT,300000,CHERAS,Apartments,850 sq.ft.,3 Bedrooms,2 Bathrooms
The Holmes 2 Condo Bandar Tun Razak Permaisuri Non bumi lot,430000,CHERAS,Apartments,979 sq.ft.,3 Bedrooms,2 Bathrooms
"Rumah Murah, Cantik Dan Renovated Apartment Desa Tun Razak",190000,CHERAS,Apartments,668 sq.ft.,2 Bedrooms,1 Bathroom
Cheras KL - FREE MOT | 1000sqft | FREE 50% Furniture | FREE 2 Carpark,460000,CHERAS,Apartments,1000 sq.ft.,3 Bedrooms,2 Bathrooms
"STRATA Ready! Cemara Apartment, Bandar Sri Permaisuri Cheras",295000,CHERAS,Apartments,732 sq.ft.,3 Bedrooms,2 Bathrooms
Grenn Residence 4room partlyfurnishc mahkota cheras taman bukit cheras,590000,CHERAS,Apartments,1611 sq.ft.,4 Bedrooms,5 Bathrooms
"[GOLDEN TRIANGLE PLACE] Best invest 2021, Condo With HOC Campaign",252000,CHERAS,Apartments,500 sq.ft.,1 Bedroom,1 Bathroom
EkoCheras studio apartment for sale,455000,CHERAS,Apartments,596 sq.ft.,1 Bedroom,1 Bathroom
Cheras KL-Low Density | FREE MOT | FREE 50% Furniture | FREE 2 Carpark,460000,CHERAS,Apartments,1000 sq.ft.,3 Bedrooms,2 Bathrooms
Segar Apartment 650sf 2r1b cheras kl [100% Loan Below Market],120000,CHERAS,Apartments,650 sq.ft.,2 Bedrooms,1 Bathroom
For sale! pangsapuri cemara dekat dengan lrt & komuter fully renovated,330000,CHERAS,Apartments,750 sq.ft.,3 Bedrooms,2 Bathrooms
Pangsapuri Seri Penara Bandar Sri Permaisuri Cheras,235000,CHERAS,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
Condominium Cengal Bandar Sri Permaisuri Cheras Kuala Lumpur,370000,CHERAS,Apartments,832 sq.ft.,3 Bedrooms,2 Bathrooms
Cheras [Unique Inner City Living] Freehold Spacious Semi-D Condo,295000,CHERAS,Apartments,1100 sq.ft.,3 Bedrooms,2 Bathrooms
CHERAS RIA APARTMENT TAMAN CHERAS UTAMA KL s,160000,CHERAS,Apartments,570 sq.ft.,3 Bedrooms,1 Bathroom
Murah 5 rooms Pangsapuri Cheras Utama,445000,CHERAS,Apartments,1751 sq.ft.,5 Bedrooms,3 Bathrooms
(Four Bedroom) Suasana Lumayan Kondo Bdr Sri Permaisuri Cheras KL,470000,CHERAS,Apartments,1142 sq.ft.,4 Bedrooms,2 Bathrooms
[Walk Dis 2mins MRT]10 mins to KL Easy Get Rent !! FREEHOLD 2Bed+2bath,419000,CHERAS,Apartments,900 sq.ft.,3 Bedrooms,2 Bathrooms
KLCC View Freehold Ketumbar Hill Condominium Taman Cheras Kuala Lumpur,420000,CHERAS,Apartments,902 sq.ft.,3 Bedrooms,2 Bathrooms
FLAT BANDAR DAMAI PERDANA CHERAS Near SMK Damai Perdana,165000,CHERAS,Apartments,650 sq.ft.,2 Bedrooms,1 Bathroom
Shamelin Star - Condominium for SALE,598000,CHERAS,Apartments,914 sq.ft.,3 Bedrooms,2 Bathrooms
"Holmes 2, Razakmas 2, Bandar Tun Razak, Cheras",440000,CHERAS,Apartments,950 sq.ft.,3 Bedrooms,2 Bathrooms
MURAH | NEGO Bayu Tasik 1 Condominium Bandar Sri Permaisuri Cheras,355000,CHERAS,Apartments,920 sq.ft.,3 Bedrooms,2 Bathrooms
NUSA MEWAH VILLA Bukit Pandan Cheras Pandan Indah Near Leisure Mall,320000,CHERAS,Apartments,865 sq.ft.,3 Bedrooms,2 Bathrooms
"Near MRT *FREEHOLD Cheras Condo* Dual Balcony+Yard/3R2B | 1,234sqft",392200,CHERAS,Apartments,1234 sq.ft.,3 Bedrooms,2 Bathrooms
"Cheras Condo 0% Downpayment With Dual Balcony 3R2B 1,233sf Near MRT",392100,CHERAS,Apartments,1233 sq.ft.,3 Bedrooms,2 Bathrooms
Cheras Heights Condo Taman Bukit Cheras,600000,CHERAS,Apartments,1602 sq.ft.,3 Bedrooms,2 Bathrooms
KL Cheras RM300K - 100% Loan | Bumi Sahaja | SELLING FAST | 3R 2B,300000,CHERAS,Apartments,850 sq.ft.,3 Bedrooms,2 Bathrooms
New Gorgeous Transit-Oriented Commercial Property Taman Midah Cheras,400800,CHERAS,Apartments,868 sq.ft.,3 Bedrooms,2 Bathrooms
"2 CAR PARK , Shamelin Star , Taman Shamelin Perkasa , Cheras",520000,CHERAS,Apartments,719 sq.ft.,2 Bedrooms,2 Bathrooms
Cemara Apartment Bandar Permaisuri Cheras 731sf G/Condition BELOW MV,320000,CHERAS,Apartments,731 sq.ft.,3 Bedrooms,2 Bathrooms
Miharja Condominium Cheras KL,400000,CHERAS,Apartments,960 sq.ft.,3 Bedrooms,2 Bathrooms
LEVEL 6 Apartment Sri Penara Bdr Seri Permaisuri Cheras near LRT,235000,CHERAS,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
"Cheras Ria Apartment, Taman Cheras (Nearby Mrt Taman Mutiara)",148000,CHERAS,Apartments,650 sq.ft.,3 Bedrooms,1 Bathroom
Prisma Cheras Condominium Taman Midah (Full loan available ),450000,CHERAS,Apartments,1100 sq.ft.,3 Bedrooms,2 Bathrooms
GreenResidence 4room c taman rasa sayang bukit cheras mahkota 590K,590000,CHERAS,Apartments,1611 sq.ft.,4 Bedrooms,5 Bathrooms
"Below Market Price 25% , Freehold 3Beds+3Baths , Beside MRT Station",469000,CHERAS,Apartments,1031 sq.ft.,3 Bedrooms,3 Bathrooms
"Puncak Banyan Condominium, Taman Connaught, Cheras",460000,CHERAS,Apartments,806 sq.ft.,3 Bedrooms,2 Bathrooms
"FREEHOLD! Midah Ria Condominium, Taman Midah Cheras Kuala Lumpur",365000,CHERAS,Apartments,922 sq.ft.,3 Bedrooms,2 Bathrooms
"Facing Pool ! Bayu Tasik Condo Bandar Sri Permaisuri, Cheras",395000,CHERAS,Apartments,920 sq.ft.,3 Bedrooms,2 Bathrooms
"Camellia Residence 1052sf, Bandar Sungai Long, Mahkota Cheras, Cheras",396000,CHERAS,Apartments,1052 sq.ft.,3 Bedrooms,2 Bathrooms
"Flat Pandan Perdana [Low Floor] Jalan Perdana 9/10, Cheras",165000,CHERAS,Apartments,600 sq.ft.,2 Bedrooms,1 Bathroom
"Rumah Cantik, Murah Dan Ada Lift !! Apartment Cheras Ria !!",160000,CHERAS,Apartments,570 sq.ft.,3 Bedrooms,1 Bathroom
FACING POOL Condominium Bayu Tasik Bandar Sri Permaisuri Cheras,395000,CHERAS,Apartments,920 sq.ft.,3 Bedrooms,2 Bathrooms
Cheras KL - Low Density | 1000sqft | FREE 2 carpark | FREE Furniture,460000,CHERAS,Apartments,1000 sq.ft.,3 Bedrooms,2 Bathrooms
Furnished | bayu tasik 2 condo bandar sri permaisuri cheras kl,365000,CHERAS,Apartments,936 sq.ft.,3 Bedrooms,2 Bathrooms
Angkasa Condo Taman Connaught Cheras 920sf 3Rooms BELOW MV [BEST BUY],395000,CHERAS,Apartments,920 sq.ft.,3 Bedrooms,2 Bathrooms
"(GROUND FLOOR) Cengal Condo, Bandar Sri Permaisuri",370000,CHERAS,Apartments,883 sq.ft.,3 Bedrooms,2 Bathrooms
"Lumayan Apartment , Jual Murah , Dun Miss It , Nice Unit , Cheras KL",300000,CHERAS,Apartments,830 sq.ft.,3 Bedrooms,2 Bathrooms
Amaya Maluri 3R2B BELOWMARKET RENOVATED Cheras Sunway Velocity,508888,CHERAS,Apartments,920 sq.ft.,3 Bedrooms,2 Bathrooms
"The Holmes 2, Bandar Tun Razak, New Condo, Facing Pool , HUKM ,CHERAS",450000,CHERAS,Apartments,1104 sq.ft.,3 Bedrooms,2 Bathrooms
"Cemara Apartment , Best Price , Must Came See , Bandar Sri Permaisuri",300000,CHERAS,Apartments,750 sq.ft.,3 Bedrooms,2 Bathrooms
"Warisan City View Apartment , Nice Price , Dun Miss It , Cheras KL",388000,CHERAS,Apartments,910 sq.ft.,3 Bedrooms,2 Bathrooms
Vista Hatamas Cheras Bukit Hatamas 851sf FULL LOAN RENOVATED CHEAPEST,260000,CHERAS,Apartments,851 sq.ft.,3 Bedrooms,2 Bathrooms
"LOW DEPOSIT!FULL LOAN Apartment Vistana Mahkota, Bandar Mahkota Cheras",300000,CHERAS,Apartments,1013 sq.ft.,3 Bedrooms,2 Bathrooms
Maxim Residence Condominium for Sale,465000,CHERAS,Apartments,854 sq.ft.,2 Bedrooms,2 Bathrooms
[ NEGO ] Bayu Tasik 1 Condo Bandar Sri Permaisuri Cheras KL,355000,CHERAS,Apartments,920 sq.ft.,3 Bedrooms,2 Bathrooms
"Condominium Bayu Tasik, Bandar Sri Permaisuri, Cheras",395000,CHERAS,Apartments,920 sq.ft.,3 Bedrooms,2 Bathrooms
Mewah Court Tmn Cheras Mewah Cheras KL,260000,CHERAS,Apartments,880 sq.ft.,3 Bedrooms,2 Bathrooms
"Cemara Apartment, Bandar Sri Permaisuri, Cheras, Kuala Lumpur",295000,CHERAS,Apartments,732 sq.ft.,3 Bedrooms,2 Bathrooms
"|BOOKING 1K| Sri Penara Apartment, Bandar Permaisuri, Cheras, KL",245000,CHERAS,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
"Hill Top Monte Bayu Condo, Kg Cheras Baru, Cheras (negotiable)",399000,CHERAS,Apartments,1135 sq.ft.,3 Bedrooms,2 Bathrooms
"[SUPER VALUE ] Bukit Pandan 2 Condo, [FREEHOLD] Pandan Perdana, Cheras",348000,CHERAS,Apartments,1126 sq.ft.,2 Bedrooms,2 Bathrooms
Low Destiny D'Alamanda Condominium Cheras,450000,CHERAS,Apartments,1097 sq.ft.,3 Bedrooms,2 Bathrooms
(Near LRT) Pangsapuri Cemara Bandar Seri Permaisuri Cheras,330000,CHERAS,Apartments,750 sq.ft.,3 Bedrooms,2 Bathrooms
"[KLCC VIEW] J Dupion Residence, Taman Tenaga, Cheras",1250000,CHERAS,Apartments,1556 sq.ft.,4 Bedrooms,4 Bathrooms
"Bayu Tasik 2 Condominium, Bandar Sri Permaisuri Cheras, Kuala Lumpur",395000,CHERAS,Apartments,920 sq.ft.,3 Bedrooms,2 Bathrooms
"Bam villa condominium, taman maluri, cheras, kuala lumpur [below mv)",275000,CHERAS,Apartments,980 sq.ft.,2 Bedrooms,2 Bathrooms
Vistaria residensi cheras big corner unit,580000,CHERAS,Apartments,1380 sq.ft.,4 Bedrooms,2 Bathrooms
"The Lumayan Apartment, Bdr Sri Permaisuri, Cheras",360000,CHERAS,Apartments,830 sq.ft.,3 Bedrooms,2 Bathrooms
Freehold Cheras Condo KL | 3 Bed+2 Bath 1000sqft | Below Market Price,374210,CHERAS,Apartments,1000 sq.ft.,3 Bedrooms,2 Bathrooms
Cheras Ria Apartment [Freehold] Taman Cheras near Yulek (below market),147000,CHERAS,Apartments,570 sq.ft.,3 Bedrooms,1 Bathroom
"Pangsapuri Sri Penara, Bandar Sri Permaisuri, Cheras",235000,CHERAS,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
NICE UNIT Apartment Sri Penara LOW LEVEL Bandar Sri Permaisuri CHERAS,240000,CHERAS,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
BESAR Prima Midah Heights Condominium CHERAS Taman Midah FREEHOLD,590000,CHERAS,Apartments,1450 sq.ft.,4 Bedrooms,2 Bathrooms
IVORY RESIDENCE MUTIARA HEIGHTS Kajang,350000,CHERAS,Apartments,1288 sq.ft.,3 Bedrooms,2 Bathrooms
BAYU TASIK 2 Condominium Bandar Sri Permaisuri Cheras FULLY FURNISH,355000,CHERAS,Apartments,947 sq.ft.,3 Bedrooms,2 Bathrooms
0% DOWNPAYMENT Pangsapuri Cemara 750SF Cheras Permaisuri BELOW MV+RENO,320000,CHERAS,Apartments,750 sq.ft.,3 Bedrooms,2 Bathrooms
Condo Cheras Near KL / 100%FULL LOANl+CASH BACK / Link with MRT,458900,CHERAS,Apartments,1150 sq.ft.,3 Bedrooms,2 Bathrooms
Pandan lake views apartment pandan perdana,300000,CHERAS,Apartments,840 sq.ft.,3 Bedrooms,2 Bathrooms
D’PUNCAK SUASANA APARTMENT BTHO CHERAS,300000,CHERAS,Apartments,1050 sq.ft.,3 Bedrooms,2 Bathrooms
"[KLCC VIEW] BAM Villa Condominium, Taman Maluri (FULLY FURNISH)",419000,CHERAS,Apartments,1100 sq.ft.,3 Bedrooms,2 Bathrooms
"[Corner Unit] Pangsapuri Kos Rendah, Bandar Tasik Selatan Cheras",200000,CHERAS,Apartments,660 sq.ft.,3 Bedrooms,2 Bathrooms
Mentari Condo Bandar Permaisuri Cheras KL (Cheapest),370000,CHERAS,Apartments,1050 sq.ft.,3 Bedrooms,2 Bathrooms
The Holmes 2 Condominium Near HUKM BandarTun Razak Sri Permaisuri KLCC,438000,CHERAS,Apartments,943 sq.ft.,3 Bedrooms,2 Bathrooms
MURAH! Condo Bayu Tasik 1 Bandar Sri Permaisuri [DIJAGA RAPI],355000,CHERAS,Apartments,920 sq.ft.,3 Bedrooms,2 Bathrooms
Chreas 3r2b near mrt&mall freehold 460k,460000,CHERAS,Apartments,900 sq.ft.,3 Bedrooms,2 Bathrooms
Venice Hill Condominium,350000,CHERAS,Apartments,1506 sq.ft.,4 Bedrooms,2 Bathrooms
Cheras KL - FREE MOT | 1000sqft | FREE 2 carpark | FREE Furniture,460000,CHERAS,Apartments,1000 sq.ft.,3 Bedrooms,2 Bathrooms
"LEVEL 2 Sri Penara Apartment, Bandar Permaisuri, Cheras, Kuala Lumpur",245000,CHERAS,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
[ 3 CARPARKS ] 4 ROOMS 2 BATHROOM FREEHOLD CONDO IN CHERAS frm RM490K!,475000,CHERAS,Apartments,1033 sq.ft.,4 Bedrooms,2 Bathrooms
Below Market Dual Key Corner Vina Reaidency Vina Versatile Home Cheras,430000,CHERAS,Apartments,1550 sq.ft.,4 Bedrooms,4 Bathrooms
"DUPLEX APARTMENT! PARTLY FURNISHED! D'Puncak Suasana Apartment, Cheras",315000,CHERAS,Apartments,1050 sq.ft.,3 Bedrooms,2 Bathrooms
"FACING POOL Bayu Tasik Condo, Bdr Sri Permaisuri, Cheras",395000,CHERAS,Apartments,920 sq.ft.,3 Bedrooms,2 Bathrooms
